07:39.8,1.42163E+12,AAA, ax,6.9126253, ay,-0.068108365, az,-6.401139
07:39.9,1.42163E+12,AAA, ax,7.1274285, ay,-0.11765534, az,-6.4336214
07:39.9,1.42163E+12,AAA, ax,7.4136333, ay,-0.18127304, az,-6.4810724
07:39.9,1.42163E+12,AAA, ax,7.5458083, ay,-0.16136444, az,-6.485264
07:39.9,1.42163E+12,AAA, ax,7.2072124, ay,0.001347199, az,-6.3339286
07:39.9,1.42163E+12,AAA, ax,6.9702554, ay,0.041613463, az,-6.1435246
07:40.0,1.42163E+12,AAA, ax,6.6416883, ay,0.11032059, az,-6.147566
07:40.0,1.42163E+12,AAA, ax,6.5851064, ay,-0.015417938, az,-6.2227097
07:40.0,1.42163E+12,AAA, ax,6.9379225, ay,0.01407074, az,-6.3743443
07:40.1,1.42163E+12,AAA, ax,7.2051167, ay,-0.083675995, az,-6.63151
07:40.1,1.42163E+12,AAA, ax,7.428752, ay,-0.13157639, az,-6.663094
07:40.1,1.42163E+12,AAA, ax,7.346423, ay,-0.07304809, az,-6.553522
07:40.1,1.42163E+12,AAA, ax,6.9913616, ay,-0.010627899, az,-6.3960495
07:40.1,1.42163E+12,AAA, ax,6.7566495, ay,0.09295669, az,-6.314319
07:40.1,1.42163E+12,AAA, ax,6.779103, ay,0.07259903, az,-6.270311
07:40.1,1.42163E+12,AAA, ax,6.8057475, ay,0.034727782, az,-6.260581
07:40.2,1.42163E+12,AAA, ax,7.036268, ay,-0.14010864, az,-6.190826
07:40.2,1.42163E+12,AAA, ax,7.182065, ay,-0.12813355, az,-6.354436
07:40.2,1.42163E+12,AAA, ax,7.3823485, ay,-0.086220704, az,-6.4771805
07:40.2,1.42163E+12,AAA, ax,7.2991214, ay,-0.15492782, az,-6.590495
07:40.2,1.42163E+12,AAA, ax,7.1527257, ay,0.032183073, az,-6.4879584
07:40.3,1.42163E+12,AAA, ax,7.055877, ay,0.11750565, az,-6.462511
07:40.3,1.42163E+12,AAA, ax,6.838679, ay,-0.04415817, az,-6.442303
07:40.3,1.42163E+12,AAA, ax,6.961424, ay,-0.050744478, az,-6.427484
07:40.3,1.42163E+12,AAA, ax,7.0931497, ay,0.014669495, az,-6.4336214
07:40.3,1.42163E+12,AAA, ax,7.161707, ay,-0.083825685, az,-6.456673
07:40.4,1.42163E+12,AAA, ax,7.172335, ay,-0.08187973, az,-6.279292
07:40.4,1.42163E+12,AAA, ax,6.8466125, ay,0.019758912, az,-6.041137
07:40.4,1.42163E+12,AAA, ax,6.6657887, ay,0.13846207, az,-5.9171953
07:40.4,1.42163E+12,AAA, ax,6.6686325, ay,0.07244934, az,-5.9981766
07:40.4,1.42163E+12,AAA, ax,6.699319, ay,-0.07708969, az,-5.989345
07:40.5,1.42163E+12,AAA, ax,6.8285003, ay,-0.09445358, az,-5.9748254
07:40.5,1.42163E+12,AAA, ax,7.061865, ay,-0.13696519, az,-6.1909757
07:40.5,1.42163E+12,AAA, ax,7.276069, ay,-0.17318985, az,-6.372099
07:40.5,1.42163E+12,AAA, ax,7.4039035, ay,-0.029039612, az,-6.4958916
07:40.5,1.42163E+12,AAA, ax,7.3980656, ay,-0.044756927, az,-6.498736
07:40.6,1.42163E+12,AAA, ax,7.224277, ay,-0.067359924, az,-6.577921
07:40.6,1.42163E+12,AAA, ax,7.0382137, ay,0.11181747, az,-6.298602
07:40.6,1.42163E+12,AAA, ax,6.7118926, ay,0.09325607, az,-6.1954665
07:40.6,1.42163E+12,AAA, ax,6.649023, ay,0.101638645, az,-6.14083
07:40.6,1.42163E+12,AAA, ax,6.76593, ay,-0.030536499, az,-6.2089386
07:40.7,1.42163E+12,AAA, ax,6.8099384, ay,0.061072998, az,-6.360274
07:40.8,1.42163E+12,AAA, ax,7.0415072, ay,0.0199086, az,-6.5812144
07:40.8,1.42163E+12,AAA, ax,7.320527, ay,-0.100291446, az,-6.721323
07:40.8,1.42163E+12,AAA, ax,7.5399704, ay,-0.102387086, az,-6.7041087
07:40.8,1.42163E+12,AAA, ax,7.4434214, ay,-0.1499881, az,-6.5738797
07:40.8,1.42163E+12,AAA, ax,7.283404, ay,-0.03173401, az,-6.37659
07:40.8,1.42163E+12,AAA, ax,7.2745724, ay,-0.13995895, az,-6.3236
07:40.8,1.42163E+12,AAA, ax,7.2024226, ay,-0.13127701, az,-6.302494
07:40.8,1.42163E+12,AAA, ax,7.172335, ay,-0.20297791, az,-6.405779
07:40.8,1.42163E+12,AAA, ax,7.1350627, ay,-0.29249176, az,-6.336922
07:40.9,1.42163E+12,AAA, ax,7.1967344, ay,-0.23426285, az,-6.3526397
07:40.9,1.42163E+12,AAA, ax,7.2633457, ay,-0.22213806, az,-6.469846
07:40.9,1.42163E+12,AAA, ax,7.2783146, ay,-0.24279511, az,-6.4560747
07:40.9,1.42163E+12,AAA, ax,7.2783146, ay,-0.32557297, az,-6.462511
07:40.9,1.42163E+12,AAA, ax,6.9099307, ay,-0.27243346, az,-6.457721
07:41.0,1.42163E+12,AAA, ax,6.893914, ay,-0.24144791, az,-6.2427683
07:41.0,1.42163E+12,AAA, ax,6.959627, ay,-0.43080413, az,-6.248157
07:41.0,1.42163E+12,AAA, ax,7.032825, ay,-0.43963578, az,-6.279442
07:41.0,1.42163E+12,AAA, ax,7.18431, ay,-0.31539413, az,-6.3027935
07:41.0,1.42163E+12,AAA, ax,7.411238, ay,-0.20716919, az,-6.240972
07:41.1,1.42163E+12,AAA, ax,7.178323, ay,-0.3634442, az,-6.2691135
07:41.1,1.42163E+12,AAA, ax,7.036717, ay,-0.35416353, az,-6.2785435
07:41.1,1.42163E+12,AAA, ax,6.8668203, ay,-0.37182677, az,-6.208789
07:41.1,1.42163E+12,AAA, ax,6.842571, ay,-0.2775229, az,-6.3215046
07:41.1,1.42163E+12,AAA, ax,6.9976482, ay,-0.22647904, az,-6.378835
07:41.2,1.42163E+12,AAA, ax,7.0479436, ay,-0.23710693, az,-6.534362
07:41.2,1.42163E+12,AAA, ax,6.8680177, ay,-0.2642006, az,-6.5253806
07:41.2,1.42163E+12,AAA, ax,6.8966084, ay,-0.2811154, az,-6.537056
07:41.2,1.42163E+12,AAA, ax,6.954987, ay,-0.23710693, az,-6.4752345
07:41.2,1.42163E+12,AAA, ax,6.965166, ay,-0.22947282, az,-6.4008393
07:41.3,1.42163E+12,AAA, ax,7.060667, ay,-0.2508783, az,-6.3661118
07:41.3,1.42163E+12,AAA, ax,7.181466, ay,-0.17184265, az,-6.2102857
07:41.3,1.42163E+12,AAA, ax,7.0835695, ay,-0.24249573, az,-6.2063937
07:41.4,1.42163E+12,AAA, ax,7.0668044, ay,-0.28201354, az,-6.413862
07:41.4,1.42163E+12,AAA, ax,6.968609, ay,-0.32602203, az,-6.547983
07:41.4,1.42163E+12,AAA, ax,6.9253488, ay,-0.2215393, az,-6.800359
07:41.4,1.42163E+12,AAA, ax,6.8903217, ay,-0.20701951, az,-6.7479677
07:41.4,1.42163E+12,AAA, ax,6.982829, ay,-0.23725662, az,-6.6830025
07:41.4,1.42163E+12,AAA, ax,7.103927, ay,-0.05718109, az,-6.5690894
07:41.4,1.42163E+12,AAA, ax,7.2067633, ay,-0.2189946, az,-6.5425944
07:41.5,1.42163E+12,AAA, ax,7.165599, ay,-0.19444565, az,-6.3978457
07:41.5,1.42163E+12,AAA, ax,7.143445, ay,-0.25536895, az,-6.384074
07:41.5,1.42163E+12,AAA, ax,6.9903135, ay,-0.3411406, az,-6.312373
07:41.5,1.42163E+12,AAA, ax,6.99196, ay,-0.32018417, az,-6.4008393
07:41.5,1.42163E+12,AAA, ax,7.0659065, ay,-0.34428406, az,-6.318361
07:41.6,1.42163E+12,AAA, ax,7.038663, ay,-0.33380586, az,-6.4143114
07:41.6,1.42163E+12,AAA, ax,7.033274, ay,-0.25821304, az,-6.32345
07:41.6,1.42163E+12,AAA, ax,6.9638186, ay,-0.26824218, az,-6.1656785
07:41.6,1.42163E+12,AAA, ax,7.007977, ay,-0.28470793, az,-6.122718
07:41.7,1.42163E+12,AAA, ax,7.0745883, ay,-0.26988876, az,-6.1713667
07:41.7,1.42163E+12,AAA, ax,7.2602024, ay,-0.504451, az,-6.356981
07:41.7,1.42163E+12,AAA, ax,7.38624, ay,-0.42840913, az,-6.4604154
07:41.7,1.42163E+12,AAA, ax,7.567962, ay,-0.6450087, az,-6.4110184
07:41.7,1.42163E+12,AAA, ax,7.2447844, ay,-0.27288255, az,-6.3747935
07:41.7,1.42163E+12,AAA, ax,6.991062, ay,-0.24803421, az,-6.4839168
07:41.8,1.42163E+12,AAA, ax,6.879843, ay,-0.40146515, az,-6.533613
07:41.8,1.42163E+12,AAA, ax,6.9590287, ay,-0.2680925, az,-6.459667
07:41.8,1.42163E+12,AAA, ax,6.9813323, ay,-0.2891986, az,-6.5113096
07:41.8,1.42163E+12,AAA, ax,7.1355114, ay,-0.3796106, az,-6.364914
07:41.8,1.42163E+12,AAA, ax,7.279961, ay,-0.47451323, az,-6.3036914
07:41.9,1.42163E+12,AAA, ax,7.2025723, ay,-0.43200165, az,-6.2905188
07:41.9,1.42163E+12,AAA, ax,7.185508, ay,-0.3716771, az,-6.1920238
07:41.9,1.42163E+12,AAA, ax,6.8657727, ay,-0.41912842, az,-6.2459116
07:41.9,1.42163E+12,AAA, ax,7.1413493, ay,-0.38799316, az,-6.154302
07:41.9,1.42163E+12,AAA, ax,6.993307, ay,-0.4155359, az,-6.342161
07:42.0,1.42163E+12,AAA, ax,7.159013, ay,-0.42571473, az,-6.503376
07:42.0,1.42163E+12,AAA, ax,7.3654337, ay,-0.4619394, az,-6.5949855
07:42.0,1.42163E+12,AAA, ax,7.2691836, ay,-0.33889526, az,-6.5562162
07:42.0,1.42163E+12,AAA, ax,7.0831203, ay,-0.28710297, az,-6.620433
07:42.0,1.42163E+12,AAA, ax,7.094347, ay,-0.23935227, az,-6.683751
07:42.1,1.42163E+12,AAA, ax,6.913523, ay,-0.29877868, az,-6.4713426
07:42.1,1.42163E+12,AAA, ax,6.879544, ay,-0.43080413, az,-6.5934887
07:42.1,1.42163E+12,AAA, ax,6.762637, ay,-0.42661285, az,-6.646928
07:42.1,1.42163E+12,AAA, ax,6.8569407, ay,-0.5099895, az,-6.5883994
07:42.1,1.42163E+12,AAA, ax,6.979985, ay,-0.47062135, az,-6.3884153
07:42.2,1.42163E+12,AAA, ax,6.998846, ay,-0.4487668, az,-6.1891794
07:42.2,1.42163E+12,AAA, ax,6.863677, ay,-0.3820056, az,-6.141878
07:42.2,1.42163E+12,AAA, ax,7.0096235, ay,-0.4258644, az,-6.139034
07:42.2,1.42163E+12,AAA, ax,7.1437445, ay,-0.5173242, az,-6.227051
07:42.2,1.42163E+12,AAA, ax,7.3196287, ay,-0.547711, az,-6.306685
07:42.3,1.42163E+12,AAA, ax,7.2051167, ay,-0.49038026, az,-6.4117665
07:42.3,1.42163E+12,AAA, ax,7.433542, ay,-0.5192702, az,-6.447692
07:42.3,1.42163E+12,AAA, ax,7.3871384, ay,-0.6138734, az,-6.4917006
07:42.4,1.42163E+12,AAA, ax,7.3509135, ay,-0.61686724, az,-6.3210554
07:42.4,1.42163E+12,AAA, ax,7.4160285, ay,-0.58468413, az,-6.3348265
07:42.4,1.42163E+12,AAA, ax,7.2938824, ay,-0.8086185, az,-6.249055
07:42.4,1.42163E+12,AAA, ax,7.180867, ay,-0.60489213, az,-6.3929057
07:42.4,1.42163E+12,AAA, ax,7.1346135, ay,-0.6044431, az,-6.294261
07:42.4,1.42163E+12,AAA, ax,7.0594697, ay,-0.6271957, az,-6.4454465
07:42.4,1.42163E+12,AAA, ax,7.076684, ay,-0.31539413, az,-6.1891794
07:42.5,1.42163E+12,AAA, ax,6.93433, ay,-0.4857399, az,-6.1502604
07:42.5,1.42163E+12,AAA, ax,7.175778, ay,-0.60070086, az,-6.343958
07:42.5,1.42163E+12,AAA, ax,7.212751, ay,-0.63213545, az,-6.322552
07:42.5,1.42163E+12,AAA, ax,7.2105055, ay,-0.5508545, az,-6.3701534
07:42.5,1.42163E+12,AAA, ax,7.1769753, ay,-0.5670209, az,-6.2316914
07:42.6,1.42163E+12,AAA, ax,7.0985384, ay,-0.4950206, az,-6.3454547
07:42.6,1.42163E+12,AAA, ax,6.9998937, ay,-0.5400769, az,-6.3152175
07:42.6,1.42163E+12,AAA, ax,7.1864057, ay,-0.5968089, az,-6.498736
07:42.6,1.42163E+12,AAA, ax,6.975045, ay,-0.5864804, az,-6.4292803
07:42.7,1.42163E+12,AAA, ax,7.0006423, ay,-0.4233197, az,-6.4220953
07:42.7,1.42163E+12,AAA, ax,6.854845, ay,-0.5522017, az,-6.428981
07:42.7,1.42163E+12,AAA, ax,6.942862, ay,-0.6471043, az,-6.449638
07:42.7,1.42163E+12,AAA, ax,7.0847673, ay,-0.6144722, az,-6.4711933
07:42.7,1.42163E+12,AAA, ax,7.0840187, ay,-0.66282165, az,-6.498137
07:42.7,1.42163E+12,AAA, ax,7.0868626, ay,-0.771346, az,-6.459667
07:42.8,1.42163E+12,AAA, ax,7.114106, ay,-0.60773623, az,-6.3247976
07:42.8,1.42163E+12,AAA, ax,7.0498896, ay,-0.6521938, az,-6.4306273
07:42.8,1.42163E+12,AAA, ax,6.8826876, ay,-0.542921, az,-6.443351
07:42.8,1.42163E+12,AAA, ax,6.824309, ay,-0.5980064, az,-6.586603
07:42.8,1.42163E+12,AAA, ax,6.891669, ay,-0.5763016, az,-6.7186284
07:42.9,1.42163E+12,AAA, ax,6.9364257, ay,-0.5707631, az,-6.7319508
07:42.9,1.42163E+12,AAA, ax,7.050788, ay,-0.6655161, az,-6.617439
07:42.9,1.42163E+12,AAA, ax,7.04974, ay,-0.69066375, az,-6.534811
07:42.9,1.42163E+12,AAA, ax,7.071445, ay,-0.7373666, az,-6.2659698
07:42.9,1.42163E+12,AAA, ax,7.1667967, ay,-0.73332506, az,-6.079907
07:43.0,1.42163E+12,AAA, ax,7.0686007, ay,-0.7234456, az,-6.139483
07:43.0,1.42163E+12,AAA, ax,7.287146, ay,-0.8089178, az,-6.099965
07:43.0,1.42163E+12,AAA, ax,7.271429, ay,-0.9389973, az,-6.1236157
07:43.0,1.42163E+12,AAA, ax,7.2486763, ay,-0.7631131, az,-6.0829005
07:43.0,1.42163E+12,AAA, ax,7.2548137, ay,-0.6065387, az,-6.3301864
07:43.1,1.42163E+12,AAA, ax,7.051536, ay,-0.7003935, az,-6.4330225
07:43.1,1.42163E+12,AAA, ax,7.2706804, ay,-0.6619235, az,-6.4180536
07:43.1,1.42163E+12,AAA, ax,7.1196446, ay,-0.60204804, az,-6.4882574
07:43.1,1.42163E+12,AAA, ax,7.2082605, ay,-0.5682184, az,-6.3060865
07:43.1,1.42163E+12,AAA, ax,7.0820727, ay,-0.4710704, az,-6.538104
07:43.2,1.42163E+12,AAA, ax,7.141649, ay,-0.48514116, az,-6.5042744
07:43.2,1.42163E+12,AAA, ax,7.0440516, ay,-0.565524, az,-6.4993343
07:43.2,1.42163E+12,AAA, ax,7.137308, ay,-0.45056304, az,-6.529422
07:43.2,1.42163E+12,AAA, ax,7.100185, ay,-0.48334488, az,-6.523135
07:43.2,1.42163E+12,AAA, ax,7.085216, ay,-0.43544447, az,-6.4472427
07:43.3,1.42163E+12,AAA, ax,7.097491, ay,-0.5369334, az,-6.5029273
07:43.3,1.42163E+12,AAA, ax,6.9922595, ay,-0.5647755, az,-6.455476
07:43.3,1.42163E+12,AAA, ax,7.0900064, ay,-0.53558624, az,-6.4951434
07:43.3,1.42163E+12,AAA, ax,6.9690576, ay,-0.4697232, az,-6.3545856
07:43.4,1.42163E+12,AAA, ax,6.965166, ay,-0.35880387, az,-6.2460613
07:43.4,1.42163E+12,AAA, ax,6.921457, ay,-0.459245, az,-6.2367806
07:43.4,1.42163E+12,AAA, ax,7.0551286, ay,-0.359702, az,-6.1468177
07:43.4,1.42163E+12,AAA, ax,6.990613, ay,-0.46493316, az,-6.23723
07:43.4,1.42163E+12,AAA, ax,7.007977, ay,-0.3623964, az,-6.2406726
07:43.4,1.42163E+12,AAA, ax,7.050189, ay,-0.31225067, az,-6.222261
07:43.5,1.42163E+12,AAA, ax,7.138206, ay,-0.35102004, az,-6.2704606
07:43.5,1.42163E+12,AAA, ax,7.2401443, ay,-0.32362702, az,-6.3412633
07:43.5,1.42163E+12,AAA, ax,7.1974826, ay,-0.47436357, az,-6.3812304
07:43.5,1.42163E+12,AAA, ax,7.1542225, ay,-0.42017624, az,-6.4104195
07:43.5,1.42163E+12,AAA, ax,7.1798196, ay,-0.3632945, az,-6.41985
07:43.6,1.42163E+12,AAA, ax,7.107071, ay,-0.32542327, az,-6.3782363
07:43.6,1.42163E+12,AAA, ax,7.0865636, ay,-0.32183075, az,-6.42943
07:43.6,1.42163E+12,AAA, ax,7.031927, ay,-0.25102797, az,-6.31402
07:43.8,1.42163E+12,AAA, ax,7.030879, ay,-0.34158966, az,-6.361621
07:43.8,1.42163E+12,AAA, ax,7.028634, ay,-0.35386413, az,-6.425538
07:43.8,1.42163E+12,AAA, ax,6.9340305, ay,-0.3544629, az,-6.385571
07:43.8,1.42163E+12,AAA, ax,6.9702554, ay,-0.33754808, az,-6.464607
07:43.8,1.42163E+12,AAA, ax,7.0277357, ay,-0.27048752, az,-6.5907946
07:43.8,1.42163E+12,AAA, ax,7.007977, ay,-0.18815872, az,-6.5773225
07:43.8,1.42163E+12,AAA, ax,6.9590287, ay,-0.1950444, az,-6.5354095
07:43.8,1.42163E+12,AAA, ax,7.1403017, ay,-0.29548553, az,-6.3334794
07:43.8,1.42163E+12,AAA, ax,7.219936, ay,-0.3980223, az,-6.417754
07:43.8,1.42163E+12,AAA, ax,7.254215, ay,-0.3359015, az,-6.4002404
07:43.8,1.42163E+12,AAA, ax,7.2389464, ay,-0.19758911, az,-6.330486
07:43.8,1.42163E+12,AAA, ax,7.0965924, ay,-0.24968079, az,-6.1559486
07:43.9,1.42163E+12,AAA, ax,7.156917, ay,-0.316891, az,-6.195766
07:43.9,1.42163E+12,AAA, ax,7.214098, ay,-0.17528549, az,-6.213878
07:43.9,1.42163E+12,AAA, ax,7.3203773, ay,-0.24399261, az,-6.234236
07:44.0,1.42163E+12,AAA, ax,7.2129006, ay,-0.2974315, az,-6.109246
07:44.0,1.42163E+12,AAA, ax,7.085815, ay,-0.12858261, az,-6.269712
07:44.0,1.42163E+12,AAA, ax,7.1072206, ay,-0.28515702, az,-6.344257
07:44.0,1.42163E+12,AAA, ax,7.111711, ay,-0.22109024, az,-6.2607307
07:44.0,1.42163E+12,AAA, ax,7.1075196, ay,-0.050744478, az,-6.428981
07:44.0,1.42163E+12,AAA, ax,7.0418067, ay,-0.09699829, az,-6.5301704
07:44.0,1.42163E+12,AAA, ax,6.9889665, ay,-0.11061996, az,-6.5023284
07:44.1,1.42163E+12,AAA, ax,7.057374, ay,-0.15088624, az,-6.467451
07:44.1,1.42163E+12,AAA, ax,6.969357, ay,-0.15642472, az,-6.4195504
07:44.1,1.42163E+12,AAA, ax,6.922205, ay,-0.19953507, az,-6.407725
07:44.1,1.42163E+12,AAA, ax,7.008725, ay,-0.16091537, az,-6.3539867
07:44.1,1.42163E+12,AAA, ax,7.0230956, ay,-0.22243744, az,-6.355783
07:44.2,1.42163E+12,AAA, ax,7.0759354, ay,-0.11750565, az,-6.247558
07:44.2,1.42163E+12,AAA, ax,7.193142, ay,-0.15073654, az,-6.23723
07:44.2,1.42163E+12,AAA, ax,7.074738, ay,-0.1619632, az,-6.305937
07:44.2,1.42163E+12,AAA, ax,7.1629047, ay,-0.1511856, az,-6.2188177
07:44.2,1.42163E+12,AAA, ax,7.2697825, ay,-0.104931794, az,-6.2266016
07:44.3,1.42163E+12,AAA, ax,7.289242, ay,-0.10298584, az,-6.197712
07:44.3,1.42163E+12,AAA, ax,7.2774167, ay,-0.087268524, az,-6.235583
07:44.3,1.42163E+12,AAA, ax,7.1599107, ay,0.026345216, az,-6.096223
07:44.3,1.42163E+12,AAA, ax,7.327113, ay,-0.1525328, az,-6.2011547
07:44.3,1.42163E+12,AAA, ax,7.2139487, ay,-0.04430786, az,-6.3159657
07:44.4,1.42163E+12,AAA, ax,7.1947885, ay,0.07274872, az,-6.2655206
07:44.4,1.42163E+12,AAA, ax,7.0491414, ay,-0.013172608, az,-6.1878324
07:44.4,1.42163E+12,AAA, ax,7.2048173, ay,0.014669495, az,-6.3249474
07:44.4,1.42163E+12,AAA, ax,7.0681515, ay,0.00703537, az,-6.3613214
07:44.4,1.42163E+12,AAA, ax,6.8951116, ay,0.085621946, az,-6.3722486
07:44.5,1.42163E+12,AAA, ax,6.887627, ay,-0.023052063, az,-6.371351
07:44.5,1.42163E+12,AAA, ax,6.9153194, ay,-0.18262024, az,-6.3393173
07:44.5,1.42163E+12,AAA, ax,6.950197, ay,0.008083191, az,-6.4310765
07:44.5,1.42163E+12,AAA, ax,7.068002, ay,-0.17094451, az,-6.382877
07:44.5,1.42163E+12,AAA, ax,7.0400105, ay,-0.08831634, az,-6.6229773
07:44.6,1.42163E+12,AAA, ax,7.249275, ay,0.024848327, az,-6.357579
07:44.6,1.42163E+12,AAA, ax,7.1702394, ay,-0.017064514, az,-6.2969556
07:44.6,1.42163E+12,AAA, ax,7.0383635, ay,-0.054337006, az,-6.262078
07:44.6,1.42163E+12,AAA, ax,7.2072124, ay,-0.011526031, az,-6.1876826
07:44.6,1.42163E+12,AAA, ax,7.060667, ay,0.028440857, az,-6.302644
07:44.7,1.42163E+12,AAA, ax,7.137607, ay,0.03382965, az,-6.186186
07:44.7,1.42163E+12,AAA, ax,7.1923933, ay,0.04655319, az,-6.3219533
07:44.7,1.42163E+12,AAA, ax,7.0971913, ay,-0.08202942, az,-6.213429
07:44.7,1.42163E+12,AAA, ax,7.138805, ay,-0.026644593, az,-6.2328887
07:44.7,1.42163E+12,AAA, ax,7.095545, ay,-0.03278183, az,-6.3137207
07:44.8,1.42163E+12,AAA, ax,7.186855, ay,-8.98E-04, az,-6.308332
07:44.8,1.42163E+12,AAA, ax,7.0446506, ay,-0.036973115, az,-6.3282404
07:44.8,1.42163E+12,AAA, ax,7.1352124, ay,0.14355148, az,-6.363417
07:44.8,1.42163E+12,AAA, ax,7.0335736, ay,-0.008831634, az,-6.371351
07:44.8,1.42163E+12,AAA, ax,7.0985384, ay,0.1419049, az,-6.3417125
07:44.9,1.42163E+12,AAA, ax,7.1281767, ay,0.041314088, az,-6.2840824
07:44.9,1.42163E+12,AAA, ax,6.984176, ay,0.011975098, az,-6.41506
07:44.9,1.42163E+12,AAA, ax,6.9837275, ay,-0.01407074, az,-6.249504
07:44.9,1.42163E+12,AAA, ax,7.002289, ay,0.026494903, az,-6.3700037
07:44.9,1.42163E+12,AAA, ax,7.033424, ay,-0.066461794, az,-6.4065275
07:45.0,1.42163E+12,AAA, ax,7.151678, ay,-0.13442047, az,-6.402935
07:45.0,1.42163E+12,AAA, ax,7.090904, ay,0.043559417, az,-6.3682075
07:45.0,1.42163E+12,AAA, ax,7.2778654, ay,-0.033679962, az,-6.246211
07:45.0,1.42163E+12,AAA, ax,7.356452, ay,-0.05852829, az,-6.26582
07:45.0,1.42163E+12,AAA, ax,7.2090087, ay,0.18202148, az,-6.1281066
07:45.1,1.42163E+12,AAA, ax,7.2006264, ay,0.22183868, az,-6.1061025
07:45.1,1.42163E+12,AAA, ax,7.26125, ay,-0.026045837, az,-6.3137207
07:45.1,1.42163E+12,AAA, ax,7.2432876, ay,0.03861969, az,-6.222111
07:45.1,1.42163E+12,AAA, ax,7.2143974, ay,0.03742218, az,-6.185437
07:45.1,1.42163E+12,AAA, ax,7.239695, ay,0.15612534, az,-6.1242146
07:45.2,1.42163E+12,AAA, ax,7.1507797, ay,0.18022522, az,-6.1815453
07:45.2,1.42163E+12,AAA, ax,7.0754867, ay,0.27033782, az,-6.1920238
07:45.2,1.42163E+12,AAA, ax,7.1244345, ay,0.3106041, az,-6.138136
07:45.2,1.42163E+12,AAA, ax,7.1648507, ay,0.20761825, az,-6.176456
07:45.3,1.42163E+12,AAA, ax,7.124734, ay,0.2917433, az,-6.361621
07:45.3,1.42163E+12,AAA, ax,7.0542307, ay,0.1526825, az,-6.184689
07:45.3,1.42163E+12,AAA, ax,6.945856, ay,0.14654526, az,-6.2535458
07:45.3,1.42163E+12,AAA, ax,7.1844597, ay,0.25506958, az,-6.33318
07:45.3,1.42163E+12,AAA, ax,7.1962852, ay,0.13681549, az,-6.380781
07:45.3,1.42163E+12,AAA, ax,7.1182976, ay,0.24294479, az,-6.3586273
07:45.4,1.42163E+12,AAA, ax,7.04974, ay,0.14894028, az,-6.3093796
07:45.4,1.42163E+12,AAA, ax,7.167395, ay,0.17259109, az,-6.207741
07:45.4,1.42163E+12,AAA, ax,7.1528754, ay,0.31195128, az,-6.3230014
07:45.4,1.42163E+12,AAA, ax,7.290739, ay,0.25402176, az,-6.293812
07:45.4,1.42163E+12,AAA, ax,7.234606, ay,0.121247865, az,-6.2387266
07:45.5,1.42163E+12,AAA, ax,7.166048, ay,0.24279511, az,-6.1599903
07:45.5,1.42163E+12,AAA, ax,7.175179, ay,0.29907808, az,-6.1683726
07:45.5,1.42163E+12,AAA, ax,7.2619987, ay,0.291893, az,-6.1761565
07:45.5,1.42163E+12,AAA, ax,7.149882, ay,0.5490582, az,-6.1469674
07:45.6,1.42163E+12,AAA, ax,7.136859, ay,0.751138, az,-6.094726
07:45.6,1.42163E+12,AAA, ax,7.3676786, ay,0.9108559, az,-6.1276574
07:45.6,1.42163E+12,AAA, ax,7.575746, ay,1.3022919, az,-6.0109005
07:45.6,1.42163E+12,AAA, ax,7.3100486, ay,1.5766712, az,-5.873486
07:45.6,1.42163E+12,AAA, ax,7.5190144, ay,1.6706758, az,-5.9583597
07:45.6,1.42163E+12,AAA, ax,7.540719, ay,1.5745757, az,-6.117778
07:45.7,1.42163E+12,AAA, ax,7.3076534, ay,1.2596306, az,-5.93411
07:45.7,1.42163E+12,AAA, ax,7.121291, ay,0.9976753, az,-5.8926463
07:45.7,1.42163E+12,AAA, ax,6.9897146, ay,0.8551717, az,-6.1078987
07:45.7,1.42163E+12,AAA, ax,6.7553024, ay,0.6156697, az,-6.091732
07:45.7,1.42163E+12,AAA, ax,6.940168, ay,0.5397775, az,-6.1128383
07:45.8,1.42163E+12,AAA, ax,7.038663, ay,0.48379394, az,-5.963449
07:45.8,1.42163E+12,AAA, ax,6.995104, ay,0.63587767, az,-5.9857526
07:45.8,1.42163E+12,AAA, ax,6.938821, ay,0.8282277, az,-6.0733204
07:45.8,1.42163E+12,AAA, ax,7.1322184, ay,0.9952803, az,-6.038443
07:45.8,1.42163E+12,AAA, ax,7.3482194, ay,1.1722124, az,-6.109545
07:45.9,1.42163E+12,AAA, ax,7.2783146, ay,1.2862751, az,-6.053412
07:45.9,1.42163E+12,AAA, ax,7.4407268, ay,1.4497353, az,-6.028264
07:45.9,1.42163E+12,AAA, ax,7.369176, ay,1.2600796, az,-5.9616528
07:45.9,1.42163E+12,AAA, ax,7.397916, ay,1.1798465, az,-5.8562717
07:45.9,1.42163E+12,AAA, ax,7.3281612, ay,0.9247769, az,-5.9529705
07:46.0,1.42163E+12,AAA, ax,7.0193534, ay,0.86759585, az,-5.985603
07:46.0,1.42163E+12,AAA, ax,7.1638026, ay,0.75278455, az,-6.080206
07:46.0,1.42163E+12,AAA, ax,7.130572, ay,0.63527894, az,-5.991441
07:46.0,1.42163E+12,AAA, ax,7.160959, ay,0.58273816, az,-6.065088
07:46.0,1.42163E+12,AAA, ax,7.206165, ay,0.92836946, az,-5.9878483
07:46.1,1.42163E+12,AAA, ax,7.2024226, ay,0.89244413, az,-6.0727215
