time,time_milisec,ax,ay,az,resultant
55:32.7,1.42136E+12,-2.6298811,-10.374027,-1.5673906,10.81634985
55:32.8,1.42136E+12,-2.1056712,-11.047177,-1.7522562,11.38175613
55:32.8,1.42136E+12,-1.9501446,-11.457923,-0.25162673,11.62541954
55:32.8,1.42136E+12,-1.8452128,-11.86328,0.49666718,12.01619328
55:32.8,1.42136E+12,-1.8627264,-12.558734,-0.24459137,12.69847921
55:32.8,1.42136E+12,-1.705254,-13.053605,-1.7266594,13.27726807
55:32.8,1.42136E+12,-2.4391778,-13.620326,-2.9147387,14.14067079
55:32.9,1.42136E+12,-3.080444,-14.501843,-4.144731,15.39387478
55:32.9,1.42136E+12,-2.4556434,-13.904585,-3.010839,14.43720264
55:32.9,1.42136E+12,-2.8000772,-12.643907,0.7367679,12.97118512
55:32.9,1.42136E+12,-4.11629,-10.659932,4.6291237,12.32910296
55:33.0,1.42136E+12,-5.5678215,-9.968969,4.42899,12.24732345
55:33.0,1.42136E+12,-7.8790154,-11.529774,2.0145109,14.109317
55:33.0,1.42136E+12,-10.159074,-12.038416,-1.4238391,15.81637007
55:33.0,1.42136E+12,-7.943382,-11.556418,-4.1854463,14.63441408
55:33.0,1.42136E+12,-5.5036054,-9.581875,3.7094362,11.65598206
55:33.0,1.42136E+12,-3.189717,-9.744885,1.1620336,10.31927324
55:33.1,1.42136E+12,-3.3419504,-7.9646373,0.920885,8.686317343
55:33.1,1.42136E+12,-3.0285022,-6.2930636,1.7935703,7.210504107
55:33.1,1.42136E+12,-3.2183075,-4.9422727,2.4724085,6.395026692
55:33.1,1.42136E+12,-3.437751,-3.5604959,2.7455904,5.659817103
55:33.1,1.42136E+12,-3.4817595,-3.4334102,2.121688,5.330339087
55:33.2,1.42136E+12,-3.5375936,-2.8273206,1.6576529,4.822460305
55:33.2,1.42136E+12,-3.2967443,-1.6977695,1.4355148,3.976386173
55:33.2,1.42136E+12,-2.8951294,-1.2591815,0.9286688,3.290856732
55:33.2,1.42136E+12,-2.5625212,-2.4691155,-0.11870316,3.560496692
55:33.2,1.42136E+12,-2.8322604,-5.624254,-3.3096175,7.113894856
55:33.3,1.42136E+12,-4.884343,-14.322516,-13.298196,20.14530437
55:33.3,1.42136E+12,-4.0222855,-18.865868,-17.82164,26.26234202
55:33.3,1.42136E+12,-3.2078292,-12.507541,-10.0312395,16.35097905
55:33.3,1.42136E+12,-4.493356,-7.447613,-5.0097823,10.03768431
55:33.3,1.42136E+12,-7.063811,-5.27039,-1.2014017,8.894818865
55:33.4,1.42136E+12,-6.524033,-5.6503,-1.2412189,8.71949087
55:33.4,1.42136E+12,-6.2686644,-8.847053,4.228407,11.63812381
55:33.4,1.42136E+12,-9.82467,-14.153518,4.5767326,17.82674097
55:33.5,1.42136E+12,-3.5747163,-13.88812,0.5266049,14.35046294
55:33.5,1.42136E+12,-2.3391857,-7.734865,2.9457242,8.601000952
55:33.5,1.42136E+12,-2.7008336,-4.8644342,6.12152,8.272256605
55:33.5,1.42136E+12,-3.9166055,-4.901258,6.5716343,9.085620837
55:33.5,1.42136E+12,-4.4563828,-9.820179,3.9830673,11.49609013
55:33.5,1.42136E+12,-1.5491285,-13.545332,1.3985417,13.70517191
55:33.5,1.42136E+12,-0.065413974,-11.6932335,-1.431623,11.78072719
55:33.6,1.42136E+12,-1.5521224,-8.99734,0.540526,9.146222137
55:33.6,1.42136E+12,-3.1304402,-7.8406954,0.17034577,8.444239331
55:33.6,1.42136E+12,-3.6935692,-7.415879,0.1950444,8.287083751
55:33.6,1.42136E+12,-3.4440382,-8.004155,0.728535,8.744064251
55:33.6,1.42136E+12,-2.6610165,-8.892109,0.42661285,9.291534308
55:33.7,1.42136E+12,-2.262096,-9.108259,0.29159364,9.389488121
55:33.7,1.42136E+12,-2.2547612,-9.2537565,-0.13247451,9.52541374
55:33.7,1.42136E+12,-2.740052,-9.158405,-0.45759842,9.570457848
55:33.8,1.42136E+12,-3.3340168,-8.855885,0.14355148,9.463771668
55:33.8,1.42136E+12,-3.3421001,-9.161998,0.34952316,9.758791261
55:33.8,1.42136E+12,-2.3710694,-9.681717,-0.30970597,9.972639167
55:33.8,1.42136E+12,-1.0591974,-10.857223,-1.2976515,10.98567658
55:33.8,1.42136E+12,-0.6502478,-12.298126,-0.7677534,12.33921272
55:33.8,1.42136E+12,-1.142574,-12.441228,-0.33096176,12.49796644
55:33.8,1.42136E+12,-2.4078927,-12.066258,-0.6902147,12.3235111
55:33.9,1.42136E+12,-3.2706985,-12.383299,-1.7537531,12.92745964
55:33.9,1.42136E+12,-3.1784904,-13.25793,-2.566563,13.87309463
55:33.9,1.42136E+12,-3.0991552,-14.201268,-4.1641903,15.12022674
55:33.9,1.42136E+12,-2.0520828,-13.966557,-3.595972,14.56731866
55:33.9,1.42136E+12,-2.0348685,-14.261593,1.3693525,14.47096579
55:34.0,1.42136E+12,-3.6068995,-11.066487,5.248236,12.76796145
55:34.0,1.42136E+12,-4.7178893,-10.519974,4.373904,12.33123549
55:34.0,1.42136E+12,-7.25152,-12.061618,1.6657361,14.17186818
55:34.0,1.42136E+12,-9.8888855,-12.694352,-1.5096108,16.16216427
55:34.0,1.42136E+12,-7.4856334,-12.178675,-3.5595977,14.73178767
55:34.1,1.42136E+12,-5.8899517,-9.963132,2.807412,11.90953788
55:34.1,1.42136E+12,-2.8413913,-10.166409,2.3285577,10.80978989
55:34.1,1.42136E+12,-3.0915213,-8.0999565,0.25566834,8.673647765
55:34.1,1.42136E+12,-2.8801606,-5.984854,1.8881736,6.904998336
55:34.1,1.42136E+12,-3.1365774,-4.677623,2.5394692,6.177959091
55:34.2,1.42136E+12,-3.2513888,-3.7564385,3.328628,5.98014412
55:34.2,1.42136E+12,-3.4688864,-3.2379167,2.4604335,5.345185724
55:34.2,1.42136E+12,-3.7899687,-2.5719516,1.9270926,4.969153214
55:34.2,1.42136E+12,-3.8365219,-1.2678635,1.695075,4.381741366
55:34.3,1.42136E+12,-3.522475,-0.4020639,1.0174342,3.688449248
55:34.3,1.42136E+12,-2.883304,-1.8480569,0.19863693,3.430482895
55:34.3,1.42136E+12,-2.740651,-5.191504,-1.9905607,6.198807433
55:34.3,1.42136E+12,-5.056635,-13.207635,-12.439732,18.83502355
55:34.3,1.42136E+12,-4.735253,-18.714233,-18.336868,26.62491063
55:34.3,1.42136E+12,-3.2260914,-12.131672,-10.813213,16.56836463
55:34.4,1.42136E+12,-5.0807347,-6.7636847,-4.595893,9.627228484
55:34.4,1.42136E+12,-7.797136,-4.8713202,-1.3019925,9.28548732
55:34.5,1.42136E+12,-6.7231193,-5.129234,0.6822812,8.483801164
55:34.5,1.42136E+12,-7.7733355,-7.571106,5.857619,12.33118369
55:34.5,1.42136E+12,-10.637329,-14.5172615,3.1680121,18.27402392
55:34.5,1.42136E+12,-1.8363812,-13.269007,1.2784914,13.45635103
55:34.5,1.42136E+12,-1.4278808,-7.8049197,3.9977367,8.8846786
55:34.5,1.42136E+12,-2.5776398,-4.8413825,6.7177305,8.672434175
55:34.5,1.42136E+12,-3.4117053,-6.2924647,6.8008075,9.873491161
55:34.5,1.42136E+12,-3.18822,-10.652897,3.225792,11.57819914
55:34.6,1.42136E+12,-0.76760375,-13.213173,-0.882415,13.26483368
55:34.6,1.42136E+12,-0.65638506,-11.314372,-0.549657,11.34671661
55:34.6,1.42136E+12,-2.427053,-9.047336,0.7740404,9.399149616
55:34.6,1.42136E+12,-3.9161563,-7.9430823,-0.14669494,8.857220557
55:34.6,1.42136E+12,-4.6461883,-7.4351883,-0.3980223,8.776531919
55:34.7,1.42136E+12,-3.8239481,-7.641759,0.047151946,8.545249147
55:34.7,1.42136E+12,-2.6470954,-8.757239,0.32033387,9.154177339
55:34.7,1.42136E+12,-1.902843,-9.221574,0.26824218,9.419670503
55:34.7,1.42136E+12,-1.8049465,-8.714278,0.44098297,8.910159309
55:34.7,1.42136E+12,-2.2406905,-8.918155,0.6933582,9.221438506
55:34.8,1.42136E+12,-2.7499316,-9.124725,0.6887178,9.554949625
55:34.8,1.42136E+12,-2.647245,-9.343121,-0.46373567,9.721978548
55:34.8,1.42136E+12,-2.1631517,-9.880803,-1.9763402,10.30608625
55:34.8,1.42136E+12,-1.2591815,-11.032957,-2.106719,11.30265204
55:34.8,1.42136E+12,-1.6772621,-11.793824,-0.07304809,11.9127171
55:34.9,1.42136E+12,-2.6351202,-11.51241,0.45086244,11.81874441
55:34.9,1.42136E+12,-3.0374835,-12.340338,-0.9913884,12.7472781
55:34.9,1.42136E+12,-2.2540128,-13.282479,-1.9538869,13.61332054
55:34.9,1.42136E+12,-2.0445983,-14.332695,-1.8676661,14.59776369
55:34.9,1.42136E+12,-2.346221,-15.02755,-3.7796402,15.67219487
55:35.0,1.42136E+12,-1.6810043,-14.382242,-2.74589,14.73820112
55:35.0,1.42136E+12,-2.444267,-13.109139,0.82583266,13.36061249
55:35.0,1.42136E+12,-3.9219942,-10.406509,4.0968304,11.85164492
55:35.0,1.42136E+12,-5.322781,-9.825867,3.7567377,11.78951814
55:35.1,1.42136E+12,-8.396789,-11.871963,0.8003856,14.56331652
55:35.1,1.42136E+12,-10.017768,-12.607083,-3.0400283,16.38706775
55:35.1,1.42136E+12,-7.533085,-11.869417,-3.8502932,14.57584259
55:35.1,1.42136E+12,-4.0420446,-10.889405,5.7146664,12.94506384
55:35.1,1.42136E+12,-2.305805,-10.018517,1.6643889,10.41429834
55:35.1,1.42136E+12,-2.782414,-7.2426887,0.5840854,7.780714815
55:35.2,1.42136E+12,-2.4797432,-5.9812617,2.0255878,6.784366131
55:35.2,1.42136E+12,-2.7137067,-4.565057,2.7014322,5.958329078
55:35.2,1.42136E+12,-3.2352223,-3.2082784,2.9518616,5.428922594
55:35.2,1.42136E+12,-3.337759,-2.6644592,2.090403,4.754972416
55:35.2,1.42136E+12,-3.477718,-2.1496797,1.4813195,4.348557549
55:35.3,1.42136E+12,-3.1258,-0.92717195,1.315165,3.515669558
55:35.3,1.42136E+12,-3.3061748,-1.0746154,0.8861572,3.58759873
55:35.3,1.42136E+12,-3.2403116,-2.9157865,0.22917344,4.36508312
55:35.3,1.42136E+12,-3.4015265,-6.6401916,-2.9599447,8.026443773
55:35.3,1.42136E+12,-5.2298245,-15.362703,-13.463452,21.08620989
55:35.4,1.42136E+12,-4.415518,-19.007324,-17.636774,26.30267975
55:35.4,1.42136E+12,-3.5293608,-10.367291,-10.848091,15.41486908
55:35.4,1.42136E+12,-5.716313,-7.1462893,-4.6090655,10.2464223
55:35.4,1.42136E+12,-9.247919,-6.4839168,-1.0768607,11.34569574
55:35.4,1.42136E+12,-8.056696,-7.475904,-0.1646576,10.9921155
55:35.5,1.42136E+12,-6.40548,-10.499915,4.7692323,13.19181435
55:35.5,1.42136E+12,-7.2211337,-10.176588,4.3535466,13.2159405
55:35.5,1.42136E+12,-3.431614,-7.107819,1.8265017,8.10143037
55:35.5,1.42136E+12,-2.3311024,-5.4658837,4.190087,7.270952626
55:35.5,1.42136E+12,-3.0496082,-6.725963,6.0026674,9.516864209
55:35.6,1.42136E+12,-2.9696746,-9.799971,6.5062203,12.1321598
55:35.6,1.42136E+12,-0.5734575,-14.082116,1.0629396,14.13381354
55:35.6,1.42136E+12,0.49741563,-12.731625,-2.2586532,12.939985
55:35.6,1.42136E+12,-1.2135265,-9.900711,0.7373666,10.00202151
55:35.6,1.42136E+12,-2.8993208,-8.017628,1.6643889,8.68669156
55:35.7,1.42136E+12,-4.440516,-7.664212,0.07005432,8.857947592
55:35.8,1.42136E+12,-4.4488983,-8.132289,-1.1954141,9.346434365
55:35.8,1.42136E+12,-3.1232553,-8.278235,-1.0229727,8.906759878
55:35.8,1.42136E+12,-2.3285577,-8.269853,-0.103285216,8.592049665
55:35.8,1.42136E+12,-1.9245479,-8.430768,0.6601273,8.672802416
55:35.8,1.42136E+12,-2.227069,-8.682096,1.1596385,9.037886298
55:35.8,1.42136E+12,-2.941533,-8.916508,0.8852591,9.430822603
55:35.8,1.42136E+12,-3.3579671,-9.504036,0.13082795,10.08066264
55:35.8,1.42136E+12,-3.194956,-10.088571,-0.7827223,10.61129883
55:35.8,1.42136E+12,-2.2993684,-10.181078,-2.1909938,10.66498467
55:35.9,1.42136E+12,-1.1602373,-11.178604,-2.6854157,11.55503334
55:35.9,1.42136E+12,-1.3054353,-11.825409,-0.35670823,11.90259216
55:35.9,1.42136E+12,-2.1065693,-11.895762,0.4843927,12.09055102
55:35.9,1.42136E+12,-2.18321,-12.821138,-1.7066011,13.11718235
55:35.9,1.42136E+12,-1.5217355,-13.687088,-2.741998,14.04174526
55:36.0,1.42136E+12,-2.5734484,-14.578783,-3.3747323,15.18395102
55:36.0,1.42136E+12,-1.9356248,-14.593902,-3.788472,15.2013532
55:36.1,1.42136E+12,-1.4870077,-14.418766,1.0445279,14.53282641
55:36.1,1.42136E+12,-3.597469,-11.609858,5.0928593,13.178308
55:36.1,1.42136E+12,-5.3866982,-10.225387,4.485872,12.39750396
55:36.1,1.42136E+12,-7.988588,-11.922557,1.68789,14.45039364
55:36.1,1.42136E+12,-10.277478,-13.114827,-1.8685642,16.76653731
55:36.1,1.42136E+12,-8.186176,-11.553874,-4.0737786,14.73435285
55:36.1,1.42136E+12,-5.8877063,-10.725496,0.68377805,12.25434218
55:36.1,1.42136E+12,-4.003275,-10.552905,4.0891967,12.00464678
55:36.2,1.42136E+12,-3.041076,-8.731643,1.0289602,9.303144189
55:36.2,1.42136E+12,-2.8663893,-6.3475504,1.4307247,7.110172773
55:36.2,1.42136E+12,-2.5899143,-5.776338,2.9133916,6.968614452
55:36.2,1.42136E+12,-3.099305,-4.229455,2.7075696,5.901263782
55:36.2,1.42136E+12,-3.504662,-3.0828393,2.3858886,5.242043332
55:36.3,1.42136E+12,-3.6905754,-2.2526655,2.0056791,4.76629807
55:36.3,1.42136E+12,-3.5569034,-1.1029065,1.8779947,4.170710807
55:36.3,1.42136E+12,-3.3702416,0.040715333,1.6343014,3.745814631
55:36.3,1.42136E+12,-3.1952555,-1.387315,0.5942642,3.533758701
55:36.4,1.42136E+12,-2.7195446,-4.1954756,-1.3305831,5.173817713
55:36.4,1.42136E+12,-4.4426117,-11.279494,-10.835667,16.25962678
55:36.4,1.42136E+12,-3.6375856,-18.435064,-17.953217,25.98849004
55:36.4,1.42136E+12,-2.705474,-14.643898,-11.462414,18.79229291
55:36.4,1.42136E+12,-4.2448726,-6.998247,-6.9470534,10.73573264
55:36.4,1.42136E+12,-8.509504,-6.6618967,-2.2230272,11.03333023
55:36.5,1.42136E+12,-8.094717,-5.244943,-0.5417235,9.660607369
55:36.5,1.42136E+12,-7.7954893,-8.909323,0.37272492,11.84418058
55:36.5,1.42136E+12,-7.451355,-12.645703,3.8731956,15.18018906
55:36.5,1.42136E+12,-5.3016753,-12.932507,0.09520203,13.9773589
55:36.5,1.42136E+12,-1.7163309,-8.602012,2.962639,9.258381719
55:36.6,1.42136E+12,-1.941313,-6.7551527,4.8701224,8.550957628
55:36.6,1.42136E+12,-2.2903872,-6.12661,6.43422,9.174988318
55:36.6,1.42136E+12,-2.710264,-9.616452,5.1522856,11.24134009
55:36.6,1.42136E+12,-1.1837384,-13.042378,0.5164261,13.10616482
55:36.6,1.42136E+12,-0.31000534,-12.322525,-0.083376616,12.32670586
55:36.7,1.42136E+12,-1.8269508,-9.345217,0.35595977,9.528774179
55:36.7,1.42136E+12,-3.3883538,-7.7107654,0.7288344,8.45387746
55:36.7,1.42136E+12,-4.4021955,-7.808063,0.064964905,8.963782319
55:36.8,1.42136E+12,-3.8960981,-7.975116,-0.17842895,8.87771888
55:36.8,1.42136E+12,-2.599195,-8.481214,-0.27018815,8.87467223
55:36.8,1.42136E+12,-1.7333953,-8.706644,-0.028440857,8.87756261
55:36.8,1.42136E+12,-1.4953903,-8.567584,0.7283853,8.727555952
55:36.8,1.42136E+12,-2.0344193,-8.567883,0.8955876,8.851528576
55:36.8,1.42136E+12,-2.6586213,-8.974737,0.6749464,9.38454709
55:36.8,1.42136E+12,-3.2030392,-9.383388,0.09984238,9.915513047
55:36.9,1.42136E+12,-3.334466,-9.919272,-0.71326673,10.48901187
55:36.9,1.42136E+12,-2.8970754,-10.490635,-2.329007,11.12972337
55:36.9,1.42136E+12,-2.0818708,-11.143277,-2.896327,11.70023583
55:36.9,1.42136E+12,-1.7935703,-11.718532,-0.6593788,11.87331744
55:36.9,1.42136E+12,-2.0064275,-11.802806,0.36209702,11.97760807
55:37.0,1.42136E+12,-2.2773643,-12.543166,-1.1573932,12.8006625
55:37.0,1.42136E+12,-1.5581099,-13.626015,-1.1135345,13.75994006
55:37.0,1.42136E+12,-2.0549269,-15.23936,-1.4409037,15.44464377
55:37.0,1.42136E+12,-1.8884729,-14.891334,-3.4170942,15.39463189
55:37.0,1.42136E+12,-2.0441492,-13.406272,-1.0835967,13.60444254
55:37.1,1.42136E+12,-3.29405,-10.915152,2.5744963,11.6884276
55:37.1,1.42136E+12,-4.156407,-9.467213,4.79438,11.39692593
55:37.1,1.42136E+12,-5.338798,-10.395133,2.9624894,12.05561685
55:37.1,1.42136E+12,-8.692574,-12.372222,-0.97192883,15.15181064
55:37.1,1.42136E+12,-7.3449264,-12.919634,-4.276008,15.46444732
55:37.2,1.42136E+12,-4.6690907,-12.328663,0.38155654,13.18870444
55:37.2,1.42136E+12,-2.6211991,-11.41167,5.033283,12.74483561
55:37.2,1.42136E+12,-3.4440382,-8.960217,0.9782158,9.649030727
55:37.2,1.42136E+12,-3.4630485,-7.546108,0.90307206,8.351765682
55:37.2,1.42136E+12,-3.575914,-6.0576034,1.87545,7.280043447
55:37.3,1.42136E+12,-3.507955,-4.9361353,2.484234,6.545425773
55:37.3,1.42136E+12,-3.6269577,-4.0519238,2.5234525,5.995058061
55:37.3,1.42136E+12,-3.79895,-3.2852182,2.2267694,5.49392225
55:37.3,1.42136E+12,-3.7236567,-2.5710535,1.8791922,4.899724344
55:37.3,1.42136E+12,-3.5691779,-1.2458593,1.5795153,4.097080041
55:37.4,1.42136E+12,-3.4307158,-1.0702744,0.6288423,3.648388799
55:37.4,1.42136E+12,-3.0499077,-2.7047255,-0.9372011,4.182800845
55:37.4,1.42136E+12,-3.4275723,-5.609585,-4.229455,7.816903821
55:37.4,1.42136E+12,-5.1668057,-13.060191,-11.874956,18.39236391
55:37.4,1.42136E+12,-2.0179536,-18.694176,-17.646055,25.7861903
55:37.5,1.42136E+12,-2.5427623,-13.691578,-10.224788,17.27632015
55:37.5,1.42136E+12,-4.5729904,-9.226214,-4.2224193,11.12942455
55:37.5,1.42136E+12,-7.9522133,-7.6953473,-2.5662634,11.35965555
55:37.5,1.42136E+12,-8.784333,-10.562934,-2.3552024,13.9386893
55:37.5,1.42136E+12,-7.453301,-10.63254,5.817203,14.22822735
55:37.6,1.42136E+12,-6.354286,-8.708141,4.108506,11.53639856
55:37.6,1.42136E+12,-3.6568954,-5.0091834,2.7657986,6.79076168
55:37.6,1.42136E+12,-2.5017476,-5.7877145,4.7792616,7.911872195
55:37.6,1.42136E+12,-2.229314,-7.3826475,7.081474,10.46998563
55:37.7,1.42136E+12,-2.595752,-11.4818735,5.3179913,12.91713509
55:37.7,1.42136E+12,0.13112731,-15.007043,1.2828324,15.06234354
55:37.7,1.42136E+12,0.5255571,-12.043506,-2.5728498,12.32646759
55:37.7,1.42136E+12,-1.2569362,-9.069191,0.30596375,9.160989456
55:37.7,1.42136E+12,-3.3994308,-8.012987,2.0146606,8.934368907
55:37.7,1.42136E+12,-5.147945,-8.047116,1.0922786,9.615117585
55:37.8,1.42136E+12,-4.63571,-8.125104,0.24324417,9.357686142
55:37.8,1.42136E+12,-3.182382,-8.298892,-0.36793488,8.895759647
55:37.8,1.42136E+12,-1.9390677,-8.289462,0.2773732,8.517752032
55:37.8,1.42136E+12,-1.6582516,-8.278535,0.9993219,8.501916512
55:37.8,1.42136E+12,-2.205364,-8.3234415,1.8223104,8.801370573
55:37.9,1.42136E+12,-3.0418246,-8.550369,1.7372873,9.240112234
55:37.9,1.42136E+12,-3.621569,-9.18969,1.1573932,9.945135662
55:37.9,1.42136E+12,-3.4602044,-9.936487,-0.45969406,10.53176657
55:37.9,1.42136E+12,-2.5426126,-10.604697,-3.418591,11.42852754
55:37.9,1.42136E+12,-1.6525635,-11.790831,-3.8705013,12.51940263
55:38.0,1.42136E+12,-1.5602056,-12.287947,0.09250763,12.38694638
55:38.0,1.42136E+12,-2.8363018,-11.956536,1.1781999,12.34469587
55:38.1,1.42136E+12,-2.9166846,-12.607383,-2.1989274,13.125869
55:38.1,1.42136E+12,-1.8342856,-13.383369,-3.6741097,13.99922325
55:38.1,1.42136E+12,-1.9309845,-14.861695,-2.6547294,15.21992995
55:38.1,1.42136E+12,-1.798959,-14.966178,-3.2846196,15.42762014
55:38.1,1.42136E+12,-0.55040544,-14.453943,-1.284928,14.52137922
55:38.1,1.42136E+12,-1.8693128,-12.1219425,4.105812,12.93419934
55:38.1,1.42136E+12,-3.7741017,-10.009385,6.6349525,12.58786028
55:38.1,1.42136E+12,-5.935607,-10.596464,3.1150222,12.53873371
55:38.2,1.42136E+12,-8.850495,-12.816498,-1.5483801,15.65219996
55:38.2,1.42136E+12,-7.66047,-13.165422,-4.1115003,15.7770584
55:38.2,1.42136E+12,-5.3140993,-11.299403,-1.7875828,12.61394513
55:38.2,1.42136E+12,-3.3281791,-11.513607,6.7928743,13.77617739
55:38.2,1.42136E+12,-3.3667986,-9.59849,3.3994308,10.72485305
55:38.3,1.42136E+12,-3.004552,-7.7555223,1.0150392,8.37888796
55:38.3,1.42136E+12,-2.956951,-6.202502,2.4230113,7.285984768
55:38.3,1.42136E+12,-3.2850688,-5.1196537,2.7430458,6.672842819
55:38.3,1.42136E+12,-3.5890865,-4.334387,2.646796,6.21884086
55:38.3,1.42136E+12,-3.993695,-3.3891022,2.5288413,5.816412279
55:38.4,1.42136E+12,-3.9184017,-2.738705,2.2861958,5.29915731
55:38.4,1.42136E+12,-3.6073484,-1.5341597,1.4676979,4.18577897
55:38.4,1.42136E+12,-3.2081287,-1.5941849,0.3820056,3.602699478
55:38.4,1.42136E+12,-3.0100906,-2.687661,-0.99363375,4.155896426
55:38.4,1.42136E+12,-3.7348833,-5.7886124,-3.6754568,7.808096405
55:38.5,1.42136E+12,-5.1989884,-12.47865,-9.985286,16.80631199
55:38.5,1.42136E+12,-3.3268318,-18.61499,-14.183306,23.63793205
55:38.5,1.42136E+12,-2.6140141,-14.010415,-10.823543,17.8961974
55:38.5,1.42136E+12,-3.3693435,-8.838969,-6.24172,11.33308948
55:38.5,1.42136E+12,-5.721402,-7.023694,-1.932631,9.262925069
55:38.6,1.42136E+12,-5.7296352,-4.114943,-0.59411454,7.079155847
55:38.6,1.42136E+12,-4.8927255,-4.859794,2.9092002,7.484638024
55:38.6,1.42136E+12,-8.79032,-9.659264,3.7357814,13.58407779
55:38.7,1.42136E+12,-10.518926,-16.448694,1.0377918,19.55209325
55:38.7,1.42136E+12,-1.0921289,-12.777729,-0.21240829,12.82607583
55:38.7,1.42136E+12,-0.592917,-5.7676563,3.9517822,7.016693831
55:38.7,1.42136E+12,-1.7396823,-2.888244,6.4538293,7.281508123
55:38.7,1.42136E+12,-3.6375856,-6.800209,5.702841,9.591520574
55:38.7,1.42136E+12,-2.5493486,-12.896881,5.598508,14.28887713
55:38.7,1.42136E+12,0.31943572,-14.544804,-2.0357666,14.69005474
55:38.8,1.42136E+12,0.613125,-11.1039095,-3.018922,11.52330762
55:38.8,1.42136E+12,-2.1321661,-8.797955,-0.58363634,9.07142634
55:38.8,1.42136E+12,-4.258794,-7.5041947,0.2665956,8.632574219
55:38.8,1.42136E+12,-4.585564,-7.3528595,0.85816544,8.707949698
55:38.8,1.42136E+12,-3.4569113,-7.536228,0.9821077,8.349221744
55:38.9,1.42136E+12,-2.6964927,-7.8736267,-0.09729767,8.323132651
55:38.9,1.42136E+12,-2.8521688,-8.601712,-0.94423646,9.111306091
55:38.9,1.42136E+12,-3.4226327,-8.900492,-0.30611342,9.540800693
55:38.9,1.42136E+12,-3.565286,-9.195079,0.7458989,9.890253144
55:39.0,1.42136E+12,-3.6242633,-9.392967,1.1545491,10.13390829
55:39.0,1.42136E+12,-2.6550288,-9.905052,-0.4324507,10.26383197
55:39.0,1.42136E+12,-1.7212706,-11.131003,-3.1249018,11.68875577
55:39.0,1.42136E+12,-1.7859361,-12.075089,-2.4080424,12.44170448
55:39.0,1.42136E+12,-1.8607805,-11.867921,0.16660355,12.01406716
55:39.0,1.42136E+12,-2.088457,-12.630884,-0.024998017,12.80240244
55:39.1,1.42136E+12,-1.3678555,-13.675562,-1.2491524,13.8004495
55:39.1,1.42136E+12,-1.1229647,-14.91214,-1.369053,15.01689965
55:39.1,1.42136E+12,-1.660497,-15.624808,-1.9061362,15.82798883
55:39.1,1.42136E+12,-2.180815,-14.181958,-2.1983285,14.5160785
55:39.1,1.42136E+12,-3.1442115,-11.0669365,1.3406122,11.58276265
55:39.2,1.42136E+12,-4.1194334,-9.464219,5.6399717,11.76224696
55:39.2,1.42136E+12,-5.5616846,-10.14201,4.037554,12.25130788
55:39.2,1.42136E+12,-8.234975,-12.487183,-0.13442047,14.95869718
55:39.2,1.42136E+12,-8.0105915,-12.700339,-2.9344976,15.29965565
55:39.2,1.42136E+12,-5.1711464,-11.298804,-2.444267,12.66405022
55:39.3,1.42136E+12,-2.8774662,-11.297157,4.9262557,12.65596947
55:39.3,1.42136E+12,-2.987188,-10.753787,3.597469,11.72642359
55:39.3,1.42136E+12,-2.9846435,-8.7527485,1.744622,9.41076028
55:39.3,1.42136E+12,-2.9385393,-6.9668126,1.8458116,7.783219866
55:39.3,1.42136E+12,-3.0708642,-5.62635,2.5469537,6.897317914
55:39.4,1.42136E+12,-3.3790731,-4.9201183,2.5460556,6.489075298
55:39.4,1.42136E+12,-3.8371208,-3.8278399,2.1588106,5.834065267
55:39.4,1.42136E+12,-3.9064264,-3.2943494,2.0065773,5.489923283
55:39.4,1.42136E+12,-3.5170863,-2.7644513,1.8067429,4.824562875
55:39.5,1.42136E+12,-3.4711318,-1.4724879,1.2338841,3.967297135
55:39.5,1.42136E+12,-3.2588732,-2.0981867,-0.13831238,3.878372375
55:39.5,1.42136E+12,-2.9731174,-3.9377115,-2.074087,5.352273892
55:39.5,1.42136E+12,-3.9957907,-8.352631,-7.5047936,11.91867085
55:39.5,1.42136E+12,-5.808222,-17.367634,-15.104341,23.73839233
55:39.5,1.42136E+12,-1.9558328,-18.43731,-14.607822,23.6039858
55:39.6,1.42136E+12,-2.3697221,-9.705218,-8.1617775,12.90044384
55:39.6,1.42136E+12,-4.7909374,-7.84309,-2.6997857,9.578934426
55:39.7,1.42136E+12,-6.363417,-5.0278945,-2.2167404,8.407540486
55:39.7,1.42136E+12,-5.506599,-5.8071737,0.82493454,8.045272893
55:39.7,1.42136E+12,-7.8594065,-8.380772,5.078639,12.56185432
55:39.7,1.42136E+12,-8.618927,-14.274167,1.2482543,16.72112092
55:39.7,1.42136E+12,-1.8887722,-11.2655735,1.7181271,11.55130155
55:39.7,1.42136E+12,-0.8152048,-7.24209,3.7378771,8.190491539
55:39.7,1.42136E+12,-2.3219714,-5.7464004,6.181246,8.753311993
55:39.7,1.42136E+12,-3.559448,-7.377109,5.2898498,9.75058553
55:39.8,1.42136E+12,-2.5560846,-11.635604,2.6879604,12.21253373
55:39.8,1.42136E+12,-0.07634125,-13.518987,-0.18636246,13.52048699
55:39.8,1.42136E+12,-0.49457154,-11.088491,-0.49397278,11.11050146
55:39.8,1.42136E+12,-2.2378464,-8.745863,0.5803432,9.046263005
55:39.8,1.42136E+12,-4.0987763,-7.8490777,0.033081207,8.854890302
