,P1 Area Under Curve:,P1 Average Slope:,P1 Avg Peak:,P1 Kurtosis:,P1 Max Peak:,P1 Max:,P1 Median:,P1 Min Peak:,P1 Min:,P1 Mode:,P1 Skewness:,P1 Standard Deviation:,P1 Sum:,P1 Time To Peak:,P2 Area Under Curve:,P2 Average Slope:,P2 Avg Peak:,P2 Kurtosis:,P2 Max Peak:,P2 Max:,P2 Median:,P2 Min Peak:,P2 Min:,P2 Mode:,P2 Skewness:,P2 Standard Deviation:,P2 Sum:,P2 Time To Peak:,P3 Area Under Curve:,P3 Average Slope:,P3 Avg Peak:,P3 Kurtosis:,P3 Max Peak:,P3 Max:,P3 Median:,P3 Min Peak:,P3 Min:,P3 Mode:,P3 Skewness:,P3 Standard Deviation:,P3 Sum:,P3 Time To Peak:,P4 Area Under Curve:,P4 Average Slope:,P4 Avg Peak:,P4 Kurtosis:,P4 Max Peak:,P4 Max:,P4 Median:,P4 Min Peak:,P4 Min:,P4 Mode:,P4 Skewness:,P4 Standard Deviation:,P4 Sum:,P4 Time To Peak:,P5 Area Under Curve:,P5 Average Slope:,P5 Avg Peak:,P5 Kurtosis:,P5 Max Peak:,P5 Max:,P5 Median:,P5 Min Peak:,P5 Min:,P5 Mode:,P5 Skewness:,P5 Standard Deviation:,P5 Sum:,P5 Time To Peak:,P6 Area Under Curve:,P6 Average Slope:,P6 Avg Peak:,P6 Kurtosis:,P6 Max Peak:,P6 Max:,P6 Median:,P6 Min Peak:,P6 Min:,P6 Mode:,P6 Skewness:,P6 Standard Deviation:,P6 Sum:,P6 Time To Peak:,P7 Area Under Curve:,P7 Average Slope:,P7 Avg Peak:,P7 Kurtosis:,P7 Max Peak:,P7 Max:,P7 Median:,P7 Min Peak:,P7 Min:,P7 Mode:,P7 Skewness:,P7 Standard Deviation:,P7 Sum:,P7 Time To Peak:,P8 Area Under Curve:,P8 Average Slope:,P8 Avg Peak:,P8 Kurtosis:,P8 Max Peak:,P8 Max:,P8 Median:,P8 Min Peak:,P8 Min:,P8 Mode:,P8 Skewness:,P8 Standard Deviation:,P8 Sum:,P8 Time To Peak:,acX Area Under Curve:,acX Average Slope:,acX Avg Peak:,acX Kurtosis:,acX Max Peak:,acX Max:,acX Median:,acX Min Peak:,acX Min:,acX Mode:,acX Skewness:,acX Standard Deviation:,acX Sum:,acX Time To Peak:,acY Area Under Curve:,acY Average Slope:,acY Avg Peak:,acY Kurtosis:,acY Max Peak:,acY Max:,acY Median:,acY Min Peak:,acY Min:,acY Mode:,acY Skewness:,acY Standard Deviation:,acY Sum:,acY Time To Peak:,acZ Area Under Curve:,acZ Average Slope:,acZ Avg Peak:,acZ Kurtosis:,acZ Max Peak:,acZ Max:,acZ Median:,acZ Min Peak:,acZ Min:,acZ Mode:,acZ Skewness:,acZ Standard Deviation:,acZ Sum:,acZ Time To Peak:
0,6.965800203873598,702.7605139901134,10.687500000000002,1.0125215399558938,21.8,21.8,6.2,1.6,0.0,7.073684210526316,0.8102226062458185,4.451677389360933,537.6,0.2814092762487258,17.387793068297654,410.4507160775902,22.084999999999997,-0.27839346526219577,28.7,28.7,20.1,11.9,0.0,16.694736842105264,-0.9122345109012352,8.18693096321761,1268.8,0.28098878695208973,21.344036697247706,557.8642599797449,25.82352941176471,2.4769028772529333,34.7,34.7,22.9,6.7,0.0,21.113157894736844,-1.6054209746117134,7.344954587656539,1604.6,0.2481261617796966,16.836187563710503,587.9488957992942,21.086363636363632,-1.3935465158603038,30.9,30.9,18.450000000000003,1.6,0.0,16.24078947368421,-0.21598303034683344,10.420814781088588,1234.3,0.28551570753405614,7.008103975535169,670.1282448097716,11.731818181818182,3.897759549235878,26.7,26.7,6.6,3.3,0.0,7.032894736842105,1.632479964867697,5.024722563694961,534.5,0.2710823834677046,8.062512742099898,544.1895064564469,12.621739130434783,1.2668762503195907,30.7,30.7,8.0,1.6,0.0,8.030263157894737,0.8118099782791575,6.304030874223087,610.3,0.273101981119532,13.012385321100918,527.514608230348,16.929411764705883,0.3118893098987887,29.1,29.1,13.5,6.8,0.0,12.773684210526316,-0.21810352875474745,6.009511758782685,970.8,0.26656472986748214,6.105402650356778,514.5203703654123,9.442857142857141,1.1937604709350973,17.9,17.9,6.5,4.9,0.0,6.072368421052632,0.44662545214747423,3.607717604773061,461.5,0.2559341779525266,-1.4310818042813456,1.749544152994075,-1.4176470588235295,3.62979965618817,0.0,-1.405,-1.43,-1.425,-1.478,-1.4301184210526316,-1.3562707993479952,0.013071054132714428,-108.689,0.27918690411944597,-1.4605224260958207,2.89377881027414,-1.44644,6.4496064193617375,0.0,-1.405,-1.4615,-1.464,-1.547,-1.4608684210526317,-1.1857642622799145,0.02050713183603087,-111.026,0.2710703363914373,-1.4554515800203873,1.7239477717361307,-1.4435000000000004,1.884723592443856,0.0,-1.41,-1.454,-1.464,-1.488,-1.4557236842105263,0.6433397368070987,0.013979602935906808,-110.635,0.25940366972477064
1,21.99909654104285,500.6631117107057,27.54117647058823,-1.1020990696085275,45.8,45.8,25.5,4.6,0.0,22.784931506849315,-0.5044135318180473,12.459241006320443,1663.3,0.2652980655349388,15.722173464119772,551.7594368942654,21.335714285714285,-0.852801174313945,32.1,32.1,16.7,11.7,0.0,17.232876712328768,-0.0669159822925579,7.292196262568038,1258.0,0.2396563168375249,22.942823954568922,583.8391585297009,26.0695652173913,1.6915842789986861,31.3,31.3,22.9,22.9,11.4,22.763013698630136,-0.4068887777618472,3.684785040063587,1661.7,0.27642477161006485,25.768249870934433,653.5450560432193,29.671428571428578,8.233147231162263,51.7,51.7,26.1,26.1,6.1,25.78356164383562,0.668809860087527,5.387485851969826,1882.2,0.2702755857118273,21.68719669592153,882.386596683201,26.7095238095238,0.4394528793285941,41.1,41.1,22.7,11.5,0.0,21.542465753424658,-0.4063647888912205,8.631980553735097,1572.6,0.28387049192418323,20.01695921528136,974.2088961794703,25.460869565217386,0.3825856989231924,40.0,40.0,22.1,12.8,0.0,20.346575342465755,-8.633463873409272e-05,7.631041908470167,1485.3,0.25770465309420665,18.83123386680434,771.1622673013544,23.130434782608695,0.6218600515900174,29.1,29.1,18.7,17.0,6.7,18.686301369863013,0.11006239347877685,4.644241209058242,1364.1,0.26583017216224103,10.80485286525555,537.4676958786162,15.399999999999999,1.4237734535350635,29.6,29.6,9.7,9.7,0.0,11.286301369863013,0.926574396476166,5.23986627979541,823.9,0.2764584408879711,-1.433643262777491,3.626295816917952,-1.4165000000000003,5.6906760093446405,0.0,-1.395,-1.43,-1.43,-1.547,-1.4352054794520548,-2.022654864367892,0.02531740667346699,-104.77,0.2825503355704698,-1.46343262777491,2.28428949878991,-1.4484499999999998,4.834128587963765,0.0,-1.395,-1.464,-1.464,-1.508,-1.4626986301369864,0.8615100840594253,0.015603316003966423,-106.777,0.2670108415074858,-1.4624610221992773,3.1195691420122484,-1.4472608695652176,1.856516358454293,0.0,-1.42,-1.459,-1.469,-1.522,-1.461191780821918,-1.199031711097466,0.01943054406386914,-106.667,0.26484254001032526
2,27.787626262626265,707.7691532270072,32.12727272727273,-0.8206405273440289,37.9,37.9,28.6,24.0,10.4,27.82,-0.4004830726102918,6.864893062295781,2086.5,0.24699265381083563,17.547020202020203,791.5024434910003,22.229411764705876,-0.12873040715127715,39.1,39.1,16.7,6.5,0.0,17.561333333333334,0.17675821779043746,8.76218677711889,1317.1,0.23897801544860367,30.26169191919192,703.9226807204433,34.96666666666667,-0.6617288750845183,55.4,55.4,26.3,22.9,14.7,30.137333333333334,0.7221241321059847,9.65781819316621,2260.3,0.24331409331409332,33.62520202020202,530.4820738392422,37.73181818181819,0.4262635130181569,64.9,64.9,30.9,26.1,15.3,33.43866666666667,0.9127457739442858,9.404166605794984,2507.9,0.2746097337006428,37.69141414141414,773.8429105254816,38.07368421052632,-1.0228745338241954,75.9,75.9,29.4,22.7,6.4,37.138666666666666,0.6023918575572059,18.313825034311847,2785.4,0.22998405103668262,42.76699494949494,735.9642665057254,40.35294117647059,5.178923410446696,103.8,204.5,23.7,22.1,12.5,43.676,1.8432986417597896,33.53194056176645,3275.7,0.22578728461081402,40.69575757575757,1098.5481821607787,38.473333333333336,4.5962509452725095,128.4,229.2,20.4,15.3,1.7,42.028,1.8448958430270934,40.342418022373074,3152.1,0.228013468013468,36.98795454545454,1045.6334467126235,40.57647058823529,7.573337567461724,123.0,220.0,20.9,17.7,12.8,38.056,2.500465244842072,36.14819437754473,2854.2,0.2755199049316696,-1.4274661616161617,3.2573916857487224,-1.41348,2.9412705762278355,0.0,-1.371,-1.43,-1.43,-1.469,-1.42656,0.5221589469464033,0.01568459392163173,-106.992,0.26341414141414143,-1.462359090909091,2.5497842065524496,-1.4521600000000001,0.3814384743348511,0.0,-1.435,-1.464,-1.469,-1.493,-1.46292,0.27149295184530464,0.012412678783993195,-109.71900000000001,0.2751717171717172,-1.453179797979798,2.9519190532468675,-1.43725,5.845050881160201,0.0,-1.366,-1.454,-1.459,-1.508,-1.4530133333333333,1.506349956445701,0.019176628042048047,-108.976,0.2454755892255892
3,49.780188679245285,1503.6284311044367,51.33157894736842,2.1813425018641723,183.7,183.7,34.8,16.4,14.9,49.537837837837834,1.800230537505551,42.72904982995297,3665.8,0.2616012238653748,50.92052524222336,1577.1463196910604,59.678571428571445,0.8530756132789565,207.7,207.7,25.35,8.1,0.0,50.59054054054054,1.4775723646554448,56.87220514022674,3743.7,0.3023603117942741,48.98663946965834,1185.0447805738158,52.43636363636363,-0.6488608231093904,106.9,106.9,36.95,21.3,0.0,49.17297297297297,0.6849859663324466,27.003659301988865,3638.8,0.2528858189235548,56.38564507904131,1385.1359751846492,59.15000000000001,1.5040425283653933,134.9,136.7,50.1,30.9,24.6,57.07837837837838,1.442784339047911,26.7719505139357,4223.8,0.2758796532381438,53.73090260071393,1616.6718865112994,52.684615384615384,-0.8284660258798646,147.2,147.2,36.1,11.3,1.6,53.87567567567567,0.7770630173107641,42.99021172699349,3986.8,0.2529714039148001,80.25168281489036,7724.303932817525,124.52307692307691,26.285373198361057,672.9,672.9,54.099999999999994,31.8,25.3,88.36756756756756,4.326611819196932,86.4872325807785,6539.2,0.29635586239359824,87.86366649668538,2379.536042953936,107.96000000000001,-0.8460321240595903,226.9,226.9,63.15,39.7,25.6,89.68378378378378,0.6716274366942091,53.75881712206444,6636.6,0.2933197348291688,94.24678735339113,2037.4922729474072,111.74545454545456,-0.4241931984080609,222.2,230.9,67.44999999999999,45.9,39.2,95.5945945945946,0.9908006334316092,53.147860153297714,7074.0,0.2553891799174818,-1.4225466598674148,1.7685087981579035,-1.4108095238095237,1.1964902670488629,0.0,-1.386,-1.425,-1.43,-1.449,-1.4232567567567567,0.8636680650380765,0.012533856408167864,-105.321,0.271994366333989,-1.469277919428863,3.0820035196470146,-1.4522916666666665,5.653352424461975,0.0,-1.425,-1.464,-1.464,-1.566,-1.4685675675675676,-1.5500462040562293,0.02085966224728279,-108.674,0.26310980792112865,-1.4582055073941866,2.8453696428013537,-1.4436363636363638,8.138608109941867,0.0,-1.425,-1.459,-1.459,-1.547,-1.4577702702702704,-2.042269234993726,0.018277576123957164,-107.875,0.24101803347086365
4,61.62867383512545,2309.5383708333343,61.60588235294116,3.3381115237881875,217.3,217.3,45.8,34.8,11.9,61.18356164383562,2.032200404813788,43.25744641644768,4466.4,0.27285322731243034,64.4184843830005,2066.5160751503818,63.7642857142857,1.3442955224685695,231.7,231.7,37.9,29.5,21.2,63.87123287671233,1.686874360727746,56.56573727249674,4662.6,0.2598200570550801,58.31282642089094,1274.8905044021146,67.65833333333333,-0.7406736431179577,116.3,116.3,46.2,36.1,27.7,58.98082191780822,0.8548606437336671,27.226864070121007,4305.6,0.2681344939409456,75.85179211469533,1483.3537811124634,79.66000000000001,0.7809706903876048,151.7,151.7,61.6,55.0,45.2,76.17945205479452,1.5179288424588748,30.754760060228932,5561.1,0.2556067588325653,62.760624679979514,1791.2074519587868,73.8375,-1.0435317113021894,157.1,157.1,34.4,21.1,8.0,63.87260273972603,0.7562929963644135,48.92878118095607,4662.7,0.3105478750640041,79.02539682539683,2073.1424560124065,107.24545454545455,-1.3917363621233303,180.0,180.0,49.9,30.1,18.9,80.04520547945205,0.5520995823084036,54.3947659887519,5843.3,0.27468230694037143,99.53932411674347,2501.042458151184,113.50833333333333,-1.328620166554272,208.9,208.9,68.7,43.2,37.9,100.82602739726028,0.5777656174461925,59.49776846281543,7360.3,0.2738521932070319,119.83876088069637,3731.796196079823,143.59230769230768,2.0275568661494017,415.6,415.6,82.5,66.6,59.6,122.16986301369863,1.4111985290504148,72.49229017421919,8918.4,0.2771672771672772,-1.4211280081925244,3.1098925458065043,-1.4094090909090904,5.516321946697037,0.0,-1.391,-1.42,-1.425,-1.493,-1.4216027397260274,-1.6887745454466447,0.015684156661020326,-103.777,0.24624121398314947,-1.461199692780338,3.4519547435953224,-1.4444999999999997,5.737098824458354,0.0,-1.386,-1.464,-1.469,-1.562,-1.4625479452054795,-0.31073839876107967,0.022751703901936683,-106.766,0.2439409455538488,-1.4579710701484896,2.9554476150244504,-1.4402857142857144,1.230510410956664,0.0,-1.4,-1.459,-1.459,-1.508,-1.4565890410958904,0.10941068969734909,0.018420124574646896,-106.331,0.2354863092190281
5,76.86645569620252,3475.495130190007,84.61999999999999,1.8220105184724193,235.7,235.7,48.099999999999994,41.0,33.2,74.08108108108108,1.7980171393190074,54.405415412553495,5482.0,0.3040337552742616,77.06643037974683,3880.53612439835,82.77142857142857,0.5477855165169494,249.6,249.6,39.6,31.2,16.2,73.51891891891891,1.4538084930237238,68.57458428436995,5440.4,0.2640144665461121,59.59486075949368,1438.5953715864473,58.0076923076923,-0.8182559682667985,118.2,118.2,45.35,36.1,32.7,59.25675675675676,0.8227367838412832,27.070557635688733,4385.0,0.27692307692307694,76.06693670886077,1566.2936724009792,82.47857142857143,0.755815756713949,166.9,166.9,62.45,56.7,37.2,75.9972972972973,1.4308055238516224,30.860876384598544,5623.8,0.27204339963833635,65.98207594936709,2015.9348301485563,79.13749999999999,-1.0017198023921277,165.1,165.1,37.8,19.4,0.0,65.54864864864865,0.7407975739145796,50.105555001261585,4850.6,0.2963924050632911,83.22951898734176,2204.9893497211337,102.53846153846153,-1.1449194140563623,210.7,210.7,50.75,31.8,22.1,83.50135135135135,0.6456002269033737,57.63216257032522,6179.1,0.2763777994157741,103.35959493670887,2339.253091452434,117.63846153846154,-1.1143725462407563,226.9,226.9,70.5,46.8,37.9,103.70405405405405,0.6714354864540603,63.28691881367384,7674.1,0.28296007789678673,131.7566582278481,3417.208732759649,152.14166666666668,0.47324404485223326,415.6,415.6,87.9,66.6,59.6,133.09054054054053,1.129185790785217,79.79056690378319,9848.7,0.26843881856540086,-1.418200759493671,2.2308511272241724,-1.4040476190476192,2.6462921328839704,0.0,-1.376,-1.415,-1.42,-1.474,-1.4181486486486485,-0.9576713619834606,0.01751060925567693,-104.943,0.27317661241711877,-1.4629222784810128,3.2343598415384602,-1.4432608695652172,1.4539180123444284,0.0,-1.415,-1.464,-1.469,-1.527,-1.4620135135135135,-0.4377590950086384,0.019766786341756125,-108.18900000000001,0.2535388002201431,-1.4604356962025318,2.221424361435454,-1.4465238095238095,2.6062768425675893,0.0,-1.43,-1.459,-1.459,-1.513,-1.4602162162162162,-0.9484109562262727,0.01474279045562147,-108.056,0.2699457504520796
6,78.02425240750127,3909.6629485363073,86.7294117647059,1.7052943411089956,246.1,246.1,52.900000000000006,47.3,33.2,78.96351351351352,1.7830710639488807,56.95345509940629,5843.3,0.27035568408813093,79.21680182463254,4054.3456268835816,87.73333333333332,0.46430010942950206,263.3,263.3,44.8,31.2,22.8,80.02702702702703,1.4522444047892533,71.61653841538279,5922.0,0.2759249873289407,58.31023821591486,1368.9143939185115,58.849999999999994,-0.9067527165250877,118.2,118.2,42.8,36.1,21.1,58.27162162162162,0.7635381492901959,27.707338033379614,4312.1,0.23014867376245987,77.30595539787127,1742.464762991006,83.64166666666667,0.2843681607935937,149.8,149.8,63.3,56.7,38.8,76.86216216216216,1.3456744302086228,31.947296936711005,5687.8,0.2763135664808245,70.06001013684745,2171.615185906171,79.3,-1.0237268608822276,170.3,170.3,43.45,25.9,14.4,69.7081081081081,0.7199545250984699,50.74204102988531,5158.400000000001,0.2501958254619177,95.18618854536241,8067.425397552015,181.76666666666665,25.181114707059688,901.2,901.2,52.45,30.1,20.5,97.41756756756757,4.539789761421566,122.69665496340029,7208.9,0.2918144956918398,112.47328940699443,7103.375569771548,189.3416666666667,12.663403191167784,691.1,691.1,65.0,46.8,34.4,113.33918918918918,3.276926622118405,112.58936519715334,8387.1,0.27179422199695896,142.14452610238214,6757.337613314412,223.9727272727273,10.872091472204414,737.2,737.2,89.7,68.3,54.4,142.65135135135134,2.9926278105859554,120.31972161332381,10556.2,0.25282219048057875,-1.4086008616320322,2.599168432884643,-1.396391304347826,4.392409701716861,0.0,-1.347,-1.41,-1.415,-1.488,-1.4088108108108108,-0.28157992160731415,0.019373527819049836,-104.252,0.2727032327728685,-1.4660636087176888,3.015732733174843,-1.4499999999999997,3.707400422750343,0.0,-1.386,-1.464,-1.469,-1.518,-1.4659324324324325,0.35342061520862056,0.020334417197681,-108.479,0.21794221996958946,-1.4577640648758237,2.5413131747370103,-1.4423181818181818,2.3746541780097346,0.0,-1.405,-1.459,-1.459,-1.498,-1.4571756756756757,0.8171676723260348,0.015525814216054984,-107.831,0.26839607427544576
7,72.62616606868272,4285.532605327285,86.575,2.433826644702515,256.6,256.6,48.9,44.2,22.5,74.67945205479452,1.9362781329639993,56.51174155013204,5451.6,0.2418631471040492,71.82047667862633,4538.422457885354,77.575,0.9043780120699894,263.3,263.3,41.3,29.5,17.9,74.0054794520548,1.562695659593959,69.62744089160648,5402.4,0.25140953357252693,56.188774987186065,1431.578163745392,60.75,-0.760715929815857,120.1,120.1,39.4,34.4,12.9,55.57671232876712,0.8258763164334728,27.633531968264496,4057.1,0.28432305777257083,75.59036391594054,1274.779121263904,75.01666666666665,0.29847006987159297,140.4,140.4,59.9,58.3,45.2,74.86575342465753,1.3756400221130392,29.30212458725894,5465.2,0.26698559143459194,70.273782675551,2212.6949781765616,86.35999999999999,-1.0018843608802237,170.3,170.3,35.9,24.3,19.3,68.83561643835617,0.8259826714806695,54.588970115722844,5025.0,0.2813941568426448,84.03208610968734,2923.4577373482853,127.38181818181819,24.632569369857677,644.2,644.2,40.0,26.9,14.1,79.61369863013698,4.1730065057024746,85.0122643359123,5811.8,0.20921671869903546,100.91563300871348,2651.592923615356,112.97272727272725,14.938708830878412,561.8,561.8,57.6,45.0,41.4,96.87123287671233,3.1236784594785347,78.36162340119056,7071.6,0.2979823866548623,127.53370066632496,2664.399708125371,170.82499999999996,12.600958993215231,623.8,623.8,82.5,68.3,51.0,122.55479452054794,2.926752051773026,87.8559174651187,8946.5,0.2666581240389544,-1.4075228088159917,2.449067635178504,-1.3922727272727273,2.0600382764164387,0.0,-1.371,-1.405,-1.405,-1.469,-1.4072602739726028,-0.8753732833712762,0.017273154666884668,-102.73,0.2607287638041098,-1.4618193234238852,2.879719567781327,-1.4477083333333332,2.63526037151769,0.0,-1.405,-1.464,-1.464,-1.518,-1.4624109589041097,-0.11031561006241686,0.01711467500295057,-106.756,0.25145224671108835,-1.4621711942593543,2.9907599622910865,-1.448076923076923,1.5838753611462772,0.0,-1.425,-1.464,-1.464,-1.522,-1.462123287671233,-0.7582754522386366,0.01833859409784567,-106.735,0.25809249694436776
8,67.1663082437276,1715.4863053904253,73.87058823529411,5.321799942684182,246.1,246.1,47.3,45.8,36.4,67.45890410958904,2.5536706737795654,49.1862018694054,4924.5,0.25628746122104756,63.30035842293907,1667.0419800985924,71.11428571428571,3.0117205686091983,256.4,256.4,37.9,31.2,24.5,63.393150684931506,2.116221877211417,61.79487197523199,4627.7,0.23809523809523808,51.53356374807987,940.72896995859,54.52666666666667,0.14758866148223726,112.6,112.6,41.1,34.4,22.7,51.32054794520548,1.1908235839100343,23.82527811953858,3746.4,0.24591227171872332,69.74098822324628,1079.6371476625504,71.17499999999998,2.3325047912352836,144.2,144.2,58.3,53.4,43.6,69.3945205479452,1.8751123026809025,25.287512785798704,5065.8,0.25992063492063494,62.3027137736815,1485.8923552777217,59.18181818181818,-0.32492094850931874,164.3,164.3,35.9,24.3,16.1,62.109589041095894,1.094006056028965,48.38277116559262,4534.0,0.3371037564585952,68.62816180235534,1757.2738375923514,63.318181818181806,-0.7616846404436091,170.0,170.0,40.0,26.9,22.1,68.71917808219177,0.9252767114138021,50.726559056962586,5016.5,0.25922822697016246,85.57219662058371,1848.6418900167535,92.21428571428571,-0.5763230635606953,197.8,197.8,55.8,45.0,23.9,85.9,0.9637526477471358,53.32809870144548,6270.7,0.2855679906371151,116.4652841781874,2203.9616860784463,108.76923076923077,-0.3869451623887099,257.6,257.6,78.9,70.1,52.7,117.64657534246575,1.1063232485933414,67.17359162438717,8588.2,0.28417818740399386,-1.3988978494623656,1.925425393522005,-1.3844166666666666,2.0741805989677893,0.0,-1.361,-1.4,-1.405,-1.449,-1.399013698630137,-0.18407465736846568,0.015684823831657684,-102.128,0.2647849462365591,-1.4664598054275473,2.000419577553553,-1.4534999999999998,1.6949348748196646,0.0,-1.43,-1.469,-1.469,-1.513,-1.4664520547945206,-0.30536488764089487,0.014389464795747863,-107.051,0.27626301416624,-1.4602721454173069,2.0294271559696044,-1.4449565217391305,0.5510270594536641,0.0,-1.425,-1.464,-1.459,-1.503,-1.4606027397260275,0.15343679781172084,0.015252267341491123,-106.624,0.26320710612435716
9,73.24076610857432,4147.37852727965,88.58666666666664,2.8277088681632225,248.2,248.2,49.7,44.2,30.1,73.57162162162162,2.0069441908063,54.63972041152287,5444.3,0.29856248943006936,75.1876712328767,4482.246174534174,84.34666666666666,1.0481684511548623,261.0,261.0,43.0,31.2,29.5,75.64054054054054,1.5975850603168082,68.12026817834847,5597.4,0.254320987654321,55.924048706240484,1544.3087652945721,54.05714285714284,-0.9069987370749462,112.6,112.6,43.65,32.7,29.4,55.73783783783784,0.7848582299316748,25.819599132647344,4124.6,0.29810828440965426,75.67283105022831,1670.4230661552538,87.3,0.42851344523291024,147.9,147.9,60.75,56.7,50.1,75.1027027027027,1.4015301332219916,29.204034122594965,5557.6,0.2746644527466445,69.66593099949264,2484.335880916056,106.12857142857145,-0.9703853647944638,168.3,168.3,42.6,24.3,12.8,69.37702702702703,0.7883977411446946,51.995968092628786,5133.900000000001,0.3105022831050228,75.97511415525113,2276.640927563833,74.57857142857142,-1.284811296022834,170.0,170.0,44.099999999999994,25.3,17.3,75.58108108108108,0.6273874194854901,53.8651580672495,5593.0,0.24965572225846197,99.1203450025368,2423.373626051534,114.16,-1.085780332106498,215.6,215.6,65.9,43.2,34.4,98.47297297297297,0.7127721850910474,58.976162580183114,7287.0,0.2902080162354135,134.00887874175544,3173.661380991325,141.44,-0.9472866451961357,271.3,271.3,94.19999999999999,78.9,61.3,133.85135135135135,0.8337165552112339,73.45005430631682,9905.0,0.27757483510908165,-1.395218417047184,2.3207716154173594,-1.3832380952380947,4.418561345183442,0.0,-1.327,-1.395,-1.405,-1.449,-1.394972972972973,0.25989274453482414,0.01664041373051005,-103.228,0.24244400956729723,-1.4651126331811264,1.792522268034592,-1.4569999999999999,6.082865166733557,0.0,-1.4,-1.464,-1.469,-1.503,-1.4651621621621622,1.3669978211516711,0.015074270038009235,-108.422,0.2858493611918269,-1.464242516489092,2.789220205276111,-1.4505000000000001,0.9167095095446771,0.0,-1.425,-1.464,-1.464,-1.513,-1.4641891891891892,-0.34999880575463826,0.016248646456315904,-108.35,0.2497578524975785
