,gx Area Under Curve:,gx Average Slope:,gx Avg Peak:,gx Kurtosis:,gx Max Peak:,gx Max:,gx Median:,gx Min Peak:,gx Min:,gx Mode:,gx Skewness:,gx Standard Deviation:,gx Sum:,gx Time To Peak:,gy Area Under Curve:,gy Average Slope:,gy Avg Peak:,gy Kurtosis:,gy Max Peak:,gy Max:,gy Median:,gy Min Peak:,gy Min:,gy Mode:,gy Skewness:,gy Standard Deviation:,gy Sum:,gy Time To Peak:,gz Area Under Curve:,gz Average Slope:,gz Avg Peak:,gz Kurtosis:,gz Max Peak:,gz Max:,gz Median:,gz Min Peak:,gz Min:,gz Mode:,gz Skewness:,gz Standard Deviation:,gz Sum:,gz Time To Peak:
73,-0.03926247767397957,189.39819213322338,1.139850052357143,-0.9758380897707566,4.315626,4.315626,-0.21103847,-2.4812992,-3.4618812,-0.1267288033232323,0.17653267505419612,1.9902524741864038,-12.546151528999998,0.24380466472303208,0.1266544750193877,345.7672380924099,1.5224676659999998,-0.9655899910969263,4.2964406,4.2964406,-0.0959268,-2.773342,-3.434169,0.10068482519191921,0.19580044254461648,1.9301180219541298,9.967797694000001,0.27080498866213154,-0.024718253907398093,123.07416223261065,0.7872239594117647,-0.10958789949712999,2.6710196,2.6710196,-0.03837109,-0.5574398,-1.906806,0.017117876646464653,0.2714376628204467,0.9829784392861739,1.6946697880000006,0.2691176470588235
74,-0.19158041035629816,292.7087576065581,1.5095984970000005,-1.0178077638047482,4.3007045,4.422211,-0.19984721,-1.8492498,-3.5514123,-0.11364124951,0.23960159858823046,2.055882574778487,-11.364124950999999,0.2638389031705227,-0.07379193612534739,418.4747700213853,1.087387188765517,-0.20476065130430188,4.9061074,4.9061074,-0.32455158,-2.6838107,-3.715553,-0.147887006898,0.4434899701694964,1.8292521560810515,-14.7887006898,0.23941139969860828,-0.09873338182133642,167.71891460305247,0.5278915022222224,-0.12966954983318146,2.1444898,2.1444898,-0.0218501715,-0.4146161,-1.8737645,-0.04082237705999999,0.21919720645837004,0.8840490394387849,-4.082237705999999,0.252670665524136
75,0.052871724946165446,233.32659144131847,1.5966430265625002,-1.064883498263204,3.9106033,3.9106033,0.045831405,-0.88891923,-3.688907,0.08662902434950497,0.027201823874497898,1.979681245615886,8.749531459300002,0.25798872180451127,0.19655551733734344,253.54131951585512,1.2220377348461537,-0.5588204747947749,4.454187,4.454187,-0.19185333,-2.5239332,-3.2828183,0.15211019396039605,0.38291314173383073,1.834539835134865,15.36312959,0.2484287642182379,0.1950606563558898,136.61363404713504,0.8431431505263157,0.2156418887809486,2.6497028,2.6497028,0.18226008,-0.44126236,-1.7288091,0.1789780569009901,0.3323446671280107,0.8829859786432954,18.076783747,0.2409972299168975
76,-0.2722674564331334,173.27901573816143,1.4493096884615386,-0.9785428670880054,4.344404,4.344404,-0.22702649,-1.1372625,-3.362757,-0.14093316926881722,0.2200700162824365,1.9317549203107496,-13.106784742,0.2612450220079648,-0.13675205149455033,192.22103246535926,1.023260099291667,-0.8790455370984693,3.7198162,3.7198162,-0.4092866,-2.1317005,-3.0664508,-0.09084968895698922,0.3577865103884877,1.8043279593106345,-8.449021072999999,0.2689146230699364,-0.07631572694005453,88.06229088258851,0.4882216385294118,0.20430318215533738,2.4034913,2.4034913,-0.10445344,-0.6544324,-1.8449866,-0.06476501312903225,0.3783635613005089,0.8898361014773923,-6.023146220999999,0.2755569802853021
77,0.03766702053306614,289.00956646282776,1.6939632738461539,-1.0052278118459652,3.947908,3.947908,-0.058622036,-1.5348243,-3.2497768,-0.0771399563084112,0.22851879532982547,1.9452421533378654,-8.253975324999999,0.2500385386156929,-0.19768689765931857,419.7948816575247,0.9614319533333335,-0.2901687559640336,4.4179482,4.4179482,-0.40182546,-2.2446804,-2.986512,-0.18994074615887852,0.6101455326704226,1.7746186513000302,-20.323659839,0.24273547094188377,-0.08696908219539082,132.4219913509657,0.6480957105555555,-0.11597445062679901,2.490891,2.490891,0.05542411,-0.7087907,-2.1476882,0.00446230084112149,0.007905641464584022,0.9943487939640585,0.4774661899999994,0.24345914050322867
78,0.13542689564732582,221.0196395757501,1.5094430943750001,-1.0554303878396394,4.65883,4.65883,-0.010125870999999998,-2.5068796,-3.612166,0.06263968387999999,0.09937645158810636,2.017833289855198,6.263968387999999,0.24829717457114026,0.320516449120585,315.89629125740186,1.6323687308518515,-0.9947231537223686,4.439265,4.439265,0.18599038,-1.778904,-3.5396883,0.27027795023,0.08543708940510583,1.9552903902576328,27.027795023,0.23763874873864782,0.13576084374293643,98.80236648148973,0.7150784808500001,0.3147933971083545,2.256404,2.256404,0.15667962000000002,-0.3197551,-1.8801597,0.14490199305,0.1945956849941371,0.8819441432676727,14.490199304999999,0.25163975782038345
79,-0.17198866217323255,157.37154056622774,0.8076631748235295,-0.6247697263002303,5.2684965,5.2684965,-0.23288851,-2.5910816,-3.4885275,-0.17077078927999997,0.32037248840747246,1.8793770767700102,-17.077078928,0.26666666666666666,0.4533344519252526,408.6751377463213,2.1277606430434783,-1.0614182578735405,5.2994056,5.2994056,0.08953108,-2.6763496,-3.3158598,0.319893216515,0.24651623080306162,2.2989458918055368,31.9893216515,0.2751646903820817,-0.015032296621717248,127.4234022813525,0.66343804065,0.1615371960760985,2.3310134,2.3310134,-0.010658637,-0.3240188,-2.0858688,0.008579793670000002,0.17960871373568843,0.9546995285562774,0.8579793670000002,0.25707070707070706
80,-0.10039385069843529,181.46661185117088,1.126983747142857,-1.1003012668822036,4.1930537,4.1930537,-0.47057311,-2.3384752,-3.3872716,-0.11244747217799998,0.30126548345188864,2.0891353257235803,-11.244747217799997,0.30417538039950964,-0.37020617818261,307.2276734127376,1.0053330436777776,-0.4773613960940817,4.5661006,4.5661006,-0.41301713,-2.3917677,-3.4139175,-0.32202558388700003,0.4311804325934653,1.8142662182276161,-32.2025583887,0.272514816684428,-0.01660413473927315,123.85878774091103,0.6036970329333333,-0.1728065557897671,2.2532065,2.2532065,0.0500945925,-0.7247785,-2.0805395,-0.01522066042,0.046084047945359675,0.9786186612463795,-1.522066042,0.2502439845196029
81,0.23118642384192706,234.94255053256947,1.3815920524294116,-0.9439306311397,4.081139,4.081139,0.3794424,-2.6198597,-3.5993757,0.20681765202323232,0.0014073930560527341,2.0072016619020316,20.4749475503,0.25214460784313725,0.17326857773437526,499.31391372850584,1.6481448535199998,-0.8777702550979747,3.840257,3.840257,-0.17479977,-2.0144567,-4.717452,0.10513124246464647,0.0616111656071632,2.06115642202218,10.407993004000001,0.256625,0.16455525521145825,173.55255429220767,0.8521153864705882,0.5472289689758614,3.0696476,3.0696476,0.118309066,-0.95500183,-1.9846132,0.12363826935353535,0.5301386886363313,1.0119927777122335,12.240188666,0.26424632352941174
82,-0.2420314041344279,139.81032983229022,1.1625140515384615,-0.987695811592598,4.5650353,4.5650353,-0.42420855,-2.5985425,-3.6142976,-0.21047931184158417,0.2276259423528072,1.9695132108358884,-21.258410496,0.2735130441646604,0.14489213336813742,243.52660078960812,1.3496641958,-0.5324787168456839,4.911436,4.911436,-0.20251183,-2.6934032,-4.1120496,0.020725728247524763,0.36151611489915453,1.9305747871902266,2.093298553000001,0.2534633145202668,-0.07207971806233966,89.61711802599997,0.5652333484375001,0.3092639074639183,2.386438,2.386438,-0.011724833,-0.4284717,-1.7895625,-0.06489053086138614,0.32386571562885047,0.9244109273886638,-6.553943617,0.26350051308363265
