,ax Area Under Curve:,ax Average Slope:,ax Avg Peak:,ax Kurtosis:,ax Max Peak:,ax Max:,ax Median:,ax Min Peak:,ax Min:,ax Mode:,ax Skewness:,ax Standard Deviation:,ax Sum:,ax Time To Peak:,ay Area Under Curve:,ay Average Slope:,ay Avg Peak:,ay Kurtosis:,ay Max Peak:,ay Max:,ay Median:,ay Min Peak:,ay Min:,ay Mode:,ay Skewness:,ay Standard Deviation:,ay Sum:,ay Time To Peak:,az Area Under Curve:,az Average Slope:,az Avg Peak:,az Kurtosis:,az Max Peak:,az Max:,az Median:,az Min Peak:,az Min:,az Mode:,az Skewness:,az Standard Deviation:,az Sum:,az Time To Peak:,gx Area Under Curve:,gx Average Slope:,gx Avg Peak:,gx Kurtosis:,gx Max Peak:,gx Max:,gx Median:,gx Min Peak:,gx Min:,gx Mode:,gx Skewness:,gx Standard Deviation:,gx Sum:,gx Time To Peak:,gy Area Under Curve:,gy Average Slope:,gy Avg Peak:,gy Kurtosis:,gy Max Peak:,gy Max:,gy Median:,gy Min Peak:,gy Min:,gy Mode:,gy Skewness:,gy Standard Deviation:,gy Sum:,gy Time To Peak:,gz Area Under Curve:,gz Average Slope:,gz Avg Peak:,gz Kurtosis:,gz Max Peak:,gz Max:,gz Median:,gz Min Peak:,gz Min:,gz Mode:,gz Skewness:,gz Standard Deviation:,gz Sum:,gz Time To Peak:
0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004870592130070459,2.0093226948608236,0.0266966809047619,0.6097330938535799,0.049028795,0.049028795,0.008526376,-0.025580462,-0.0842025,0.00454803577029703,-0.8899927774809117,0.029187104026317225,0.45935161280000003,0.2600474512905313,-0.01726419919501761,2.3240945455947952,0.008671845818181817,10.344748141305116,0.053291984,0.053291984,-0.007461112,-0.09059781,-0.280319,-0.017476042535643565,-2.811112486530618,0.04984079975446046,-1.7650802961,0.2704168001098046,0.008622787285556112,1.1044973406058525,0.021365113159090912,-0.6463317128482586,0.052226186,0.052226186,0.00959244,-0.011724833,-0.041568484,0.009064704248514851,-0.17740395615825644,0.02119013434579421,0.9155351291,0.27723383812966096
1,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00874632848439234,13.166790172310815,0.0668702266521739,1.8343492841439035,0.25580356,0.25580356,0.014921425,-0.058622036,-0.23342155,0.006586644575,-0.27965637216532463,0.07688765635360129,0.6586644575,0.2649696331864325,0.0023211195334593925,14.745759559504917,0.0725282108095238,2.8676367809038235,0.31122765,0.31122765,0.0005328985,-0.009593239,-0.29204303,-0.0026649430579999992,0.12603855847416384,0.08404499104316979,-0.26649430579999994,0.2585788727997503,-0.006777043144780639,6.0838111844901785,0.019125772122222225,-0.4042054155357815,0.15348223,0.15348223,-0.0101261375,-0.11298035,-0.16094388,-0.008207369992,0.239119145061052,0.07355520796295137,-0.8207369992,0.28803160194990757
2,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006212767752774975,6.489422866877769,0.05313227337,2.7977933330594684,0.17586477,0.17586477,0.0111911355,0.0053289854,-0.18332642,0.007823038117000001,-0.4138736797803328,0.0484864034592258,0.7823038117,0.2515640766902119,0.0021679628504540846,7.422667086343658,0.05808850939,3.513692716950798,0.21636745,0.21636745,0.0074605793,0.0074605793,-0.15561436,0.003911363018,0.24091280329029657,0.04962696137956,0.3911363018,0.2515640766902119,0.003331405828683147,2.3967038782686636,0.02116435614285714,0.09666847345893492,0.093794405,0.093794405,-0.0026650253000000002,-0.04796353,-0.10445344,0.0036768611440000003,0.03343974356077229,0.037285919906317785,0.36768611440000004,0.26188073614915186
3,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.36168074557915175,135.530591287273,0.13596213187499998,2.5208406924106637,2.818107,2.818107,-0.0378381925,-0.73223907,-2.3171582,-0.313402875737,0.21937153750111507,0.8290487561031903,-31.3402875737,0.24261736496718828,-0.5319081756348057,154.90413582541174,-0.17997671474761906,0.31840910309753445,0.5947441,0.5947441,-0.1332313,-2.1647418,-3.1741016,-0.600926541522,-1.1637237958528568,0.8675809200794613,-60.0926541522,0.26138794740511045,0.44563125065908626,55.58261277590554,0.6599852138421053,0.6523770828065216,2.7211146,2.7211146,0.043166645000000003,-0.20251183,-0.53079355,0.418953347871,1.3443530908486403,0.812885901687374,41.8953347871,0.27123462366162754
4,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22153471626262614,112.73156955492601,0.5872203955294116,4.311578337469283,2.1924531,2.1924531,0.118841965,-0.14708772,-3.4490907,0.27714199587,-0.8981155378838337,0.8407011081811685,27.714199587,0.2666369578134284,-0.4171045576160605,202.11459782245586,0.14234394630000002,0.5238967523050215,2.306499,2.306499,-0.168404585,-1.9409131,-3.7741752,-0.470232004787,-0.3577838954379929,1.0564877592384367,-47.0232004787,0.269520202020202,0.6106159931898482,131.85413874331715,1.5923796063124998,3.8622249929542063,7.301072,7.301072,-0.031442878,-0.85374606,-2.4930232,0.691363290502,1.858179733325478,1.8918876343330353,69.1363290502,0.25170454545454546
5,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.029973996936680056,38.05936165467224,0.2730349241666667,-0.14950458939602562,2.4194791,2.4194791,0.198780615,-1.7010971,-3.2593696,-0.02895946783999999,-0.5930908768899577,1.3756109674429824,-2.895946783999999,0.22380591994618232,0.08801160552825442,38.446347076823095,0.280067396117647,1.2885473641905953,2.518603,2.518603,-0.023982031,-1.2246621,-1.6595286,0.09614998594,0.6782459634199077,0.8220924009443371,9.614998594,0.2639045527393601,-0.0808745084139758,20.026379612461078,0.09237337166666666,0.983775464350213,1.0232158,1.0232158,-0.0490293285,-0.2611336,-1.3983955,-0.0818575867,-0.4425148756617636,0.4602255791463988,-8.18575867,0.2556900997869716
6,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23079589419944804,63.403175991586274,0.2855586766666666,-0.8575381661789696,2.158346,2.158346,0.35705933,-2.3523314,-3.2806866,-0.16646672184848485,-0.4704981569699511,1.4607200724908034,-16.480205463,0.27454423816691753,0.014572093866532874,77.8557253327587,0.7558126905882353,0.30291412647233207,3.3510318,3.3510318,-0.027712587,-1.4772685,-2.27559,0.04634800863636364,0.5002251358739588,1.1072129737700385,4.588452855000001,0.292258197809982,-0.01596131413587553,37.739363823936095,0.2775082645454546,1.506131979960065,0.94860625,0.94860625,0.21956486,-0.43913075,-2.046432,-0.0067722168121212125,-1.3080199407652688,0.6193788361443789,-0.6704494644,0.2798887013638644
7,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14128124053699045,68.98571706757036,0.2900748730769231,-1.088311918476482,2.348067,2.348067,0.4369981,-2.3288825,-3.4533544,-0.16428897588118813,-0.41109222255709615,1.6166026630363308,-16.593186564,0.260423522124579,-0.13370631665853036,74.92423641640691,0.30019327788235295,-0.2528054517891847,2.5718956,2.5718956,-0.1875896,-1.3067324,-2.1647418,-0.17424041762376238,0.3697737707676551,1.0973162289703817,-17.59828218,0.27668077799816454,-0.10532931248867647,21.34452472457304,0.2784233933333333,0.5450791170998981,0.9955037,0.9955037,-0.008526909,-0.049029328,-1.7618505,-0.11265326747029704,-0.7647065135922929,0.5861445197651038,-11.3779800145,0.32343566515685285
8,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3091050414621212,57.416921430385585,0.6556613476923074,-0.04514604768927999,2.448257,2.448257,0.818572485,-2.3640556,-4.0843377,0.3528812742,-0.955390123166136,1.6159882783892614,35.28812742,0.26254856254856257,-0.020939696669444438,123.27604859830795,0.5832194555624999,-0.46745729610414744,2.6273198,2.6273198,-0.32988083,-1.4165149,-2.837293,-0.09365655775,0.38984045117874694,1.2897120765996082,-9.365655774999999,0.25315656565656564,0.07793350462853531,40.154415120164806,0.35255911566666664,0.39432093040215044,1.1543152,1.1543152,0.185990645,-0.40289178,-1.9142668,0.06580526126,-0.7253034530710849,0.6224841802804337,6.580526126,0.2877665544332211
9,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7174347584519959,90.91432589111677,0.22857600636363637,-0.9285915361837196,1.2864804,1.2864804,-0.22702623,-1.487927,-3.390469,-0.63985137336,-0.5664516106791683,1.298861430990393,-63.985137336,0.278469383067665,-1.345797231204649,114.80819929485155,-0.5674086982352942,-0.16238849925166043,2.1455557,2.1455557,-1.1788302499999999,-2.5303283,-3.2519085,-1.25384491952,0.14094971993645633,1.0610790752267343,-125.384491952,0.27616443242279226,-0.4008560035740272,49.44329834633754,0.017266526999999955,-0.3324723858246448,0.9347501,0.9347501,-0.283516275,-1.5252315,-2.4908917,-0.39501494844,-0.46186488566075157,0.7331823080347567,-39.501494844,0.27569479535118746
