16:55:09.006,1421362509006,GGG, ax, 0.0,ay, 0.0,az, 0.0,gx, 0.0, gy, -0.031975776, gz, -0.07993878,
16:55:09.024,1421362509024,GGG, ax, 0.0,ay, 0.0,az, 0.0,gx, -0.01279063, gy, -0.057556238, gz, -0.0937952,
16:55:09.045,1421362509045,GGG, ax, 0.0,ay, 0.0,az, 0.0,gx, -0.019185679, gy, -0.10978296, gz, -0.09699259,
16:55:09.057,1421362509058,GGG, ax, 0.0,ay, 0.0,az, 0.0,gx, -0.040502686, gy, -0.18972173, gz, -0.087399885,
16:55:09.077,1421362509078,GGG, ax, 0.0,ay, 0.0,az, 0.0,gx, -0.054358847, gy, -0.20570949, gz, -0.0852683,
16:55:09.097,1421362509098,GGG, ax, 0.0,ay, 0.0,az, 0.0,gx, -0.036239497, gy, -0.16840446, gz, -0.092729405,
16:55:09.119,1421362509119,GGG, ax, 0.0,ay, 0.0,az, 0.0,gx, 0.024514131, gy, -0.11830986, gz, -0.10232185,
16:55:09.138,1421362509139,GGG, ax, 0.0,ay, 0.0,az, 0.0,gx, 0.06821394, gy, -0.073543996, gz, -0.08633409,
16:55:09.158,1421362509158,GGG, ax, 0.0,ay, 0.0,az, 0.0,gx, 0.087399356, gy, -0.021317273, gz, -0.041568484,
16:55:09.179,1421362509179,GGG, ax, 0.0,ay, 0.0,az, 0.0,gx, 0.08420196, gy, 0.029843649, gz, -0.0021321268,
16:55:09.198,1421362509199,GGG, ax, 0.0,ay, 0.0,az, 0.0,gx, 0.06927974, gy, 0.071411334, gz, -0.004263721,
16:55:09.218,1421362509219,GGG, ax, 0.0,ay, 0.0,az, 0.0,gx, 0.050094593, gy, 0.081004575, gz, -0.021317273,
16:55:09.238,1421362509239,GGG, ax, 0.0,ay, 0.0,az, 0.0,gx, 0.03304104, gy, 0.08526776, gz, -0.013856427,
16:55:09.258,1421362509258,GGG, ax, 0.0,ay, 0.0,az, 0.0,gx, 0.01705302, gy, 0.07674085, gz, 0.024514131,
16:55:09.280,1421362509280,GGG, ax, 0.0,ay, 0.0,az, 0.0,gx, -0.015988022, gy, 0.09166281, gz, 0.036238696,
16:55:09.298,1421362509298,GGG, ax, 0.0,ay, 0.0,az, 0.0,gx, -0.01279063, gy, 0.08313616, gz, 0.018119348,
16:55:09.318,1421362509318,GGG, ax, 0.0,ay, 0.0,az, 0.0,gx, 0.013855628, gy, 0.06288496, gz, -0.01811988,
16:55:09.338,1421362509339,GGG, ax, 0.0,ay, 0.0,az, 0.0,gx, 0.03304104, gy, 0.041567683, gz, -0.04476614,
16:55:09.358,1421362509358,GGG, ax, 0.0,ay, 0.0,az, 0.0,gx, 0.047962997, gy, 0.00959244, gz, -0.035173167,
16:55:09.379,1421362509379,GGG, ax, 0.0,ay, 0.0,az, 0.0,gx, 0.050094593, gy, -0.024514664, gz, -0.01279063,
16:55:09.400,1421362509401,GGG, ax, 0.0,ay, 0.0,az, 0.0,gx, 0.00959244, gy, -0.05222672, gz, -0.035173167,
16:55:09.418,1421362509418,GGG, ax, 0.0,ay, 0.0,az, 0.0,gx, -0.013856427, gy, -0.081005104, gz, -0.05222672,
16:55:09.437,1421362509438,GGG, ax, 0.0,ay, 0.0,az, 0.0,gx, -0.01279063, gy, -0.073543996, gz, -0.041568484,
16:55:09.458,1421362509459,GGG, ax, 0.0,ay, 0.0,az, 0.0,gx, 0.0063947826, gy, -0.06395155, gz, -0.014922224,
16:55:09.478,1421362509478,GGG, ax, 0.0,ay, 0.0,az, 0.0,gx, 0.04263348, gy, -0.04476614, gz, -0.0021321268,
16:55:09.498,1421362509498,GGG, ax, 0.0,ay, 0.0,az, 0.0,gx, 0.044765607, gy, -0.050095126, gz, -0.008526909,
16:55:09.518,1421362509518,GGG, ax, 0.0,ay, 0.0,az, 0.0,gx, 0.013855628, gy, -0.05542464, gz, -0.024514664,
16:55:09.538,1421362509538,GGG, ax, 0.0,ay, 0.0,az, 0.0,gx, 0.002131594, gy, -0.039436888, gz, -0.041568484,
16:55:09.558,1421362509558,GGG, ax, 0.0,ay, 0.0,az, 0.0,gx, 0.014921425, gy, -0.015988022, gz, -0.029844182,
16:55:09.578,1421362509579,GGG, ax, 0.0,ay, 0.0,az, 0.0,gx, 0.029843649, gy, -0.010659036, gz, 0.0053289854,
16:55:09.599,1421362509599,GGG, ax, 0.0,ay, 0.0,az, 0.0,gx, 0.011724034, gy, -0.029844182, gz, 0.014921425,
16:55:09.618,1421362509618,GGG, ax, 0.0,ay, 0.0,az, 0.0,gx, 0.001065797, gy, -0.049029328, gz, -0.011724833,
16:55:09.638,1421362509638,GGG, ax, 0.0,ay, 0.0,az, 0.0,gx, 0.0031973913, gy, -0.07034633, gz, -0.025580462,
16:55:09.658,1421362509658,GGG, ax, 0.0,ay, 0.0,az, 0.0,gx, -0.013856427, gy, -0.061819427, gz, 0.0031973913,
16:55:09.678,1421362509679,GGG, ax, 0.0,ay, 0.0,az, 0.0,gx, -0.015988022, gy, -0.05542464, gz, 0.014921425,
16:55:09.698,1421362509699,GGG, ax, 0.0,ay, 0.0,az, 0.0,gx, 0.0031973913, gy, -0.043700077, gz, 0.0074605793,
