,gx Area Under Curve:,gx Average Slope:,gx Avg Peak:,gx Kurtosis:,gx Max Peak:,gx Max:,gx Median:,gx Min Peak:,gx Min:,gx Mode:,gx Skewness:,gx Standard Deviation:,gx Sum:,gx Time To Peak:,gy Area Under Curve:,gy Average Slope:,gy Avg Peak:,gy Kurtosis:,gy Max Peak:,gy Max:,gy Median:,gy Min Peak:,gy Min:,gy Mode:,gy Skewness:,gy Standard Deviation:,gy Sum:,gy Time To Peak:,gz Area Under Curve:,gz Average Slope:,gz Avg Peak:,gz Kurtosis:,gz Max Peak:,gz Max:,gz Median:,gz Min Peak:,gz Min:,gz Mode:,gz Skewness:,gz Standard Deviation:,gz Sum:,gz Time To Peak:
0,0.002598896767127771,2.239829896356199,0.02525570638695652,0.5329003309592926,0.09166281,0.09166281,-0.004263721,-0.01279063,-0.049029328,0.0028383211020408163,0.9057564986561594,0.029342359623416858,0.278155468,0.2688085031930715,-0.004300188521705226,2.577537592915752,0.02052889626521739,0.313402012964656,0.07460926,0.07460926,-0.0037308224,-0.02238307,-0.0724782,-0.004263729110204082,0.18761883502727097,0.02838559928365377,-0.4178454528,0.2659434870090106,-0.0003375427282947687,0.8100949216753166,0.00964077628181818,0.6681228166672599,0.056489907,0.056489907,-0.004263721,-0.01279063,-0.028778385,7.582400510204074e-05,0.9514407693381024,0.01716399701967174,0.007430752499999992,0.24897109932321201
1,0.0008405330998484715,4.516546758086157,0.020847704252,16.301459836822747,0.16094308,0.16094308,0.001065797,-0.0010663297,-0.10125605,0.00244226568125,1.4523319477514767,0.02587319350942529,0.2344575054,0.27630303030303033,0.001046964489393944,6.863531466854006,0.01881603148846154,7.950697840313142,0.1502843,0.1502843,-0.0010663297,-0.019185679,-0.0724782,0.0001773275406250001,1.3286465772133662,0.028106569013942182,0.017023443900000008,0.26491841491841495,0.01274518829578283,3.770960512596629,0.028191450740000002,2.4189587953160396,0.1897212,0.1897212,-0.0015992282500000001,-0.043700077,-0.06501735,0.012656628515625,1.434272399727109,0.04963082763469116,1.2150363375,0.26775252525252524
2,-0.0018964349309634188,10.121479693218335,0.05547230299545455,8.174386769913447,0.27605477,0.27605477,-0.0021321268,-0.009593239,-0.32934782,-0.0006846931136842106,-0.46213079141969554,0.07428399556125387,-0.0650458458,0.2611118917146738,-0.003706894938562589,7.6776489066055165,0.060347142076190484,12.261915713567555,0.43060333,0.43060333,-0.0031979238,-0.004263721,-0.4082208,-0.0017617680926315788,0.5268291073726757,0.08613118206769951,-0.1673679688,0.2596599690880989,-0.005221920806414217,1.5029477661868784,0.01148723471111111,0.6703271843907479,0.05542411,0.05542411,-0.004263721,-0.043700077,-0.0842025,-0.005789543934736842,-0.67904549560566,0.026304214704417607,-0.5500066738,0.2664147919171103
3,0.0009427700705408205,2.507234613958983,0.012353847449999998,3.261466725268863,0.050094593,0.050094593,-0.0010663297,-0.0031979238,-0.025580462,0.0009903073647058822,1.0765167089015684,0.011955982017388728,0.08417612599999999,0.2532264926960715,-0.004223818348231932,4.120983944571758,0.007409890561904763,0.25616620152881797,0.030909447,0.038370293,-0.004263721,-0.013856427,-0.046897735,-0.005116402372941176,0.05408765222373572,0.015519713642700063,-0.4348942017,0.23750092860857291,-0.0001003422164326556,1.1722437357677655,0.008651889747058822,-0.7530131216703184,0.01705302,0.01705302,0.002131594,-0.004263721,-0.019185679,0.0006392181494117646,-0.2828277420723094,0.008147546031162672,0.054333542699999994,0.268514269982564
4,-0.08761940425694892,29.481804336224435,0.06379845935714286,-0.06832901329394181,0.42420802,0.42420802,-0.07674138,-0.31868932,-0.60540307,-0.09823861657464789,-0.3098843703362154,0.21773502854890925,-6.9749417768,0.24877643365038324,-0.05721758824861023,55.489060554969505,0.23919418683333335,-0.1378791445878469,0.77487254,0.77487254,-0.0937952,-0.14815351,-0.7247785,-0.05982302315070422,0.49946326490812315,0.35074914945916785,-4.2474346437,0.26379013143719027,-0.12799327210788622,15.213618694615333,-0.06231155527692307,-0.5988454659425697,0.16520654,0.16520654,-0.035173167,-0.39116722,-0.47750106,-0.11072862667605633,-0.897355968541147,0.17632066992374254,-7.861732494,0.2533439411267466
5,-0.283468196407387,18.32681367478071,0.182260105,-0.8043196796136969,0.53185886,0.53185886,-0.1875896,-0.16733865,-0.68427604,-0.11611521158823528,0.39955419235514494,0.3765433396044274,-1.9739585969999998,0.40132304299889743,0.12564370964167584,13.877943217591216,0.2797853775,-1.2223643305293788,0.609666,0.609666,0.24088159,-0.19185333,-0.44339395,0.10758783705882353,-0.34086804591116826,0.3460133123266521,1.82899323,0.42723263506063947,0.08046075066262402,14.068242616756581,0.252961331,-1.0928879056884144,0.44872266,0.44872266,0.082070366,-0.036239497,-0.1417582,0.1228859575882353,0.3556387495128859,0.1851965134917471,2.089061279,0.3792723263506064
6,-0.03796906387040404,9.705945943475085,0.08313600285384615,3.934934420389066,0.3677181,0.3677181,-0.0069282135000000005,-0.014922224,-0.6960001,-0.03846188516219512,-1.2840639115588195,0.1601374930838694,-3.1538745833,0.2931623931623932,-0.030666664672171686,19.723879238480645,0.1050799689882353,3.240146004202866,0.7151852,0.7151852,-0.027712321499999998,-0.20144603,-0.61392975,-0.04380415769756098,0.6632158866268462,0.216143629011947,-3.5919409312000004,0.30760546642899583,0.0015897959437121256,8.616458361666748,0.04423241280555555,4.072531293196121,0.44659054,0.44659054,0.014921425,-0.20677528,-0.49775228,-0.0018070976609756107,-0.603748627373214,0.13231202260574884,-0.14818200820000008,0.2674523007856341
7,-0.0011476671707723368,1.8051919880397325,0.0037301898125,1.4842625869380779,0.038370293,0.038370293,-0.0031979238,-0.009593239,-0.039436888,-0.0022410107215909093,0.5897305829226763,0.014038217709369057,-0.1972089435,0.2446680969207471,-0.011160538376728923,2.813670130669332,-0.004748222377272728,0.8261473450942027,0.01705302,0.01705302,-0.0069282135000000005,-0.07141213,-0.07674138,-0.013359786803409091,-1.087677937318199,0.02109157828902929,-1.1756612387,0.2785553668945895,0.0039572321360424045,1.63495667795212,0.012285078289473682,0.10620637915141806,0.06288496,0.06288496,-0.0021321268,-0.007461112,-0.026646258,0.005813444588636364,1.0405091965526163,0.019980730083171645,0.5115831238,0.2549748930630463
8,-0.049793648843702576,3.1600814215803124,0.017281708664285713,7.905985583876566,0.088465154,0.088465154,-0.005329518,-0.040502686,-0.5275962,-0.03513823073516483,-2.8727590863150265,0.1163563066153317,-3.1975789969,0.2648674037141412,0.03598381479339909,5.234398011691774,0.06221860061875,2.652119529825784,0.36558598,0.36558598,-0.004263721,-0.010659036,-0.25047535,0.01802540455054945,1.1583845298819209,0.1122754306244917,1.6403118141,0.20485584218512898,0.0419449544698786,3.368019790238839,0.04611547498,8.58894555962453,0.45511746,0.45511746,0.001065797,-0.007461112,-0.14495613,0.021527528467032965,2.5728917400687643,0.08845199195984589,1.9590050905,0.20654189849940988
9,0.059968380377587074,3.4897470035068614,0.08461169961538463,1.8659703103838705,0.11191402,0.11191402,0.070345536,0.050094593,-0.053292517,0.06137130342,-1.4454757514329104,0.036619732117133916,6.137130342,0.2515046790665165,-0.010364760593488148,3.783239578235245,0.022648970412499997,0.07709610406516765,0.12150646,0.12150646,-0.004263721,-0.067148946,-0.15454857,-0.008782905402,0.07196958771141124,0.051348213769538534,-0.8782905402,0.27281044926804643,-0.0661669880566633,4.275670705790381,-0.05080581266666665,1.3704778326233793,0.054358315,0.054358315,-0.07780718,-0.094861,-0.12683651,-0.064462948995,1.3190440849905851,0.03768943158653097,-6.4462948995,0.26089517078916374
