12:01.1,1.42E+12,AAA,ax,-0.4514612,ay,2.4483087,az,9.482032,gx,0,gy,0,gz,0
12:01.1,1.42E+12,AAA,ax,-0.5373825,ay,2.5831783,az,9.589508,gx,0,gy,0,gz,0
12:01.1,1.42E+12,AAA,ax,-0.75847274,ay,2.6580226,az,9.86763,gx,0,gy,0,gz,0
12:01.1,1.42E+12,AAA,ax,-0.76281375,ay,2.4716601,az,9.829759,gx,0,gy,0,gz,0
12:01.1,1.42E+12,AAA,ax,-0.62554914,ay,2.5959017,az,9.688453,gx,0,gy,0,gz,0
12:01.2,1.42E+12,AAA,ax,-0.58109164,ay,2.6475444,az,9.69459,gx,0,gy,0,gz,0
12:01.2,1.42E+12,AAA,ax,-0.5683681,ay,2.6340723,az,9.584419,gx,0,gy,0,gz,0
12:01.2,1.42E+12,AAA,ax,-0.7301816,ay,2.711162,az,9.72797,gx,0,gy,0,gz,0
12:01.2,1.42E+12,AAA,ax,-0.6503975,ay,2.690505,az,9.767039,gx,0,gy,0,gz,0
12:01.2,1.42E+12,AAA,ax,-0.47181883,ay,2.6604176,az,9.591904,gx,0,gy,0,gz,0
12:01.3,1.42E+12,AAA,ax,-0.35221756,ay,2.6680517,az,9.5616665,gx,0,gy,0,gz,0
12:01.3,1.42E+12,AAA,ax,-0.45699966,ay,2.8036697,az,9.479637,gx,0,gy,0,gz,0
12:01.3,1.42E+12,AAA,ax,-0.41388932,ay,2.7755282,az,9.563313,gx,0,gy,0,gz,0
12:01.3,1.42E+12,AAA,ax,-0.46942383,ay,2.7210417,az,9.630524,gx,0,gy,0,gz,0
12:01.3,1.42E+12,AAA,ax,-0.41598496,ay,2.772684,az,9.577983,gx,0,gy,0,gz,0
12:01.4,1.42E+12,AAA,ax,-0.34308654,ay,2.704426,az,9.527088,gx,0,gy,0,gz,0
12:01.4,1.42E+12,AAA,ax,-0.44637176,ay,2.9807515,az,9.449849,gx,0,gy,0,gz,0
12:01.4,1.42E+12,AAA,ax,-0.53528684,ay,2.8946805,az,9.522597,gx,0,gy,0,gz,0
12:01.4,1.42E+12,AAA,ax,-0.7240443,ay,2.7246342,az,9.606573,gx,0,gy,0,gz,0
12:01.4,1.42E+12,AAA,ax,-0.5354366,ay,2.815046,az,9.71854,gx,0,gy,0,gz,0
12:01.5,1.42E+12,AAA,ax,-0.57390654,ay,2.793491,az,9.563014,gx,0,gy,0,gz,0
12:01.5,1.42E+12,AAA,ax,-0.57929534,ay,2.8346553,az,9.473649,gx,0,gy,0,gz,0
12:01.5,1.42E+12,AAA,ax,-0.48139894,ay,2.8707304,az,9.446556,gx,0,gy,0,gz,0
12:01.5,1.42E+12,AAA,ax,-0.5264552,ay,2.883304,az,9.575288,gx,0,gy,0,gz,0
