,ax Area Under Curve:,ax Average Slope:,ax Avg Peak:,ax Kurtosis:,ax Max Peak:,ax Max:,ax Median:,ax Min Peak:,ax Min:,ax Mode:,ax Skewness:,ax Standard Deviation:,ax Sum:,ax Time To Peak:,ay Area Under Curve:,ay Average Slope:,ay Avg Peak:,ay Kurtosis:,ay Max Peak:,ay Max:,ay Median:,ay Min Peak:,ay Min:,ay Mode:,ay Skewness:,ay Standard Deviation:,ay Sum:,ay Time To Peak:,az Area Under Curve:,az Average Slope:,az Avg Peak:,az Kurtosis:,az Max Peak:,az Max:,az Median:,az Min Peak:,az Min:,az Mode:,az Skewness:,az Standard Deviation:,az Sum:,az Time To Peak:
22,-1.9950072275113577,24.34488830148107,-1.9348593028571428,0.2500123296038943,0.0,-1.7756076,-1.9994671,-2.039958,-2.156865,-1.998220183,0.3207213204376427,0.07267123463333718,-199.8220183,0.2721713420350472,-9.523557099949521,25.66402185146245,-9.478758883333333,-0.15508693126814066,0.0,-9.394315,-9.533226,-9.562864,-9.68501,-9.52742521,-0.09471286556790073,0.0556822241357867,-952.742521,0.267020023557126,0.7403836487380112,20.063016711207087,0.7965993470588234,-0.3938179215798838,0.873284,0.89079756,0.74724612,0.72524184,0.59276736,0.7467910402,-0.15214196090921217,0.06530883529586667,74.67910402,0.26574516732488046
23,-1.9972096678607465,22.080463795339988,-1.9482785166666672,0.30036091018629385,0.0,-1.8356328,-1.9986438,-2.0276835,-2.1770728,-2.001321718,-0.17932834265871278,0.06652742732551281,-200.1321718,0.2561553985872856,-9.525531760216953,32.84019789126163,-9.473326718749997,-0.38146676678663116,0.0,-9.358089,-9.521474999999999,-9.605375,-9.658665,-9.528431015,0.10106132880478343,0.06561439999350259,-952.8431015,0.26794273461150353,0.7083204567507568,28.550136292634996,0.7567994414285713,-0.20990486748898096,0.8653505,0.8653505,0.7041357450000001,0.6677614,0.53274214,0.7082925986,0.1617053096376709,0.06142856842167358,70.82925986,0.26818149055787804
24,-2.014592983484848,22.100918034288615,-1.95427604,-0.3461194629333031,0.0,-1.8294955,-2.0091969,-2.1103115,-2.1703367,-2.017327942,0.035283235732119375,0.07160193533200851,-201.7327942,0.24427609427609429,-9.519151342550504,20.26725803205174,-9.467442607142857,-0.19537506469804455,0.0,-9.400302,-9.521100749999999,-9.547895,-9.68022,-9.51990322,-0.3435232656527905,0.061087748643363464,-951.990322,0.2661075036075036,0.7192392218762627,21.413698047815913,0.767044924,0.15430851040257743,0.8904982,0.8904982,0.71468882,0.70533323,0.5809419,0.7155674691,0.30979423154849295,0.061818977049692574,71.55674691,0.2725757575757576
25,-1.9854924957849571,29.350220778588337,-1.9384290000000002,-0.8152616369483261,0.0,-1.8682649,-1.99767085,-2.0097208,-2.1191432,-1.992871793,0.04102478252608757,0.060885249169993313,-199.2871793,0.2648157496214033,-9.524477415446743,17.189343918331943,-9.464396518518518,0.2214426964632299,0.0,-9.3613825,-9.522373,-9.540411,-9.690997,-9.52239859,-0.04541445892269781,0.06618437822772692,-952.239859,0.25890403275562285,0.6954246290232206,25.980756091815376,0.7508820809677418,0.47786571405034195,0.8975336,0.8975336,0.69904632,0.6529422,0.4963678,0.6984370933,-0.13350000461987552,0.07062057278109936,69.84370933,0.2661412450538177
26,-2.005156737865792,37.014726010017114,-1.9427133322580648,-0.19541211797672586,0.0,-1.855242,-1.9894379500000001,-2.0655546,-2.1948857,-1.995422501,-0.41198574218270223,0.07097649676839822,-199.5422501,0.2664301292275642,-9.535949109989911,34.280304994898245,-9.484440220588235,-0.7205778525325077,0.0,-9.402099,-9.532252499999998,-9.577683,-9.657766,-9.531737655,-0.025456907187164757,0.0621002786527644,-953.1737655,0.26396391048851425,0.6899909864530777,31.923714800970224,0.7401452324999999,-0.40128781709284134,0.8532257,0.8532257,0.689615925,0.6399193,0.56567365,0.6959597417,0.24646666590526398,0.06176721209438906,69.59597417,0.2626135216952573
27,-1.9852759750645996,22.6937002158662,-1.9339830935483868,-0.380326890230831,0.0,-1.8344352,-1.99033605,-2.0157082,-2.1083655,-1.988682011,0.1172904802487826,0.06048914485835897,-198.8682011,0.23032424772859883,-9.534607400387596,23.327329288280875,-9.492641924242424,0.22154204655755416,0.0,-9.378897,-9.536594000000001,-9.614656,-9.689201,-9.53628524,0.04139106835041494,0.0609468353222743,-953.628524,0.23807062876830318,0.716792754377261,21.569496134696777,0.7615292983870968,-0.5600745276090979,0.8662486,0.8662486,0.70480937,0.676593,0.5731581,0.7107744363,0.2596910919913253,0.06103731247734588,71.07744363,0.25949820788530464
28,-1.9884321484319674,18.99830139148144,-1.9476598342857143,-0.578334434124534,0.0,-1.8800904,-1.9907103,-2.0555255,-2.111509,-1.990981237,-0.03369289695933604,0.054772834547321105,-199.0981237,0.2560878676204928,-9.525419604071825,21.90238870103951,-9.473102171875,-0.3730415477074014,0.0,-9.3751545,-9.5252175,-9.589508,-9.706265,-9.52267697,-0.1840813452808528,0.06906220474277827,-952.267697,0.2657435508345979,0.7313952927035913,22.23120715455828,0.7989435923333332,-0.27251778449870034,0.9213341,0.9213341,0.7340735,0.683329,0.57645124,0.7381090938,0.13875718095973522,0.07179862050244774,73.81090938,0.26405327937953127
29,-2.018997032171717,18.286784667849183,-1.9702597172413794,0.2867060223115523,0.0,-1.8794916,-2.0134629,-2.0939956,-2.2278173,-2.020725866,-0.5577571166301891,0.0722147250481482,-202.0725866,0.2533437826541275,-9.525425586868685,18.604069760383823,-9.461235982142856,0.11659109336504514,0.0,-9.304951,-9.528210999999999,-9.553883,-9.715696,-9.52185523,-0.10918796791474292,0.07318580721774698,-952.185523,0.27976190476190477,0.7940444632424243,18.51771873881969,0.8473678953333332,0.4117414287294716,1.1180251,1.1180251,0.772169265,0.694406,0.5599855,0.791923692,0.5505502057573194,0.10393453969429153,79.1923692,0.26306397306397306
30,-2.047690109722222,20.04782252170526,-2.013738219354839,-0.4349142633245169,0.0,-1.909579,-2.0585941500000002,-2.1315675,-2.1996758,-2.05410497,0.031558687592634964,0.062320145754900316,-205.410497,0.2651840990550668,-9.502279805176768,20.674494921538166,-9.452780112903225,-0.3738702753733212,0.0,-9.341924,-9.498947000000001,-9.579779,-9.669143,-9.505949345,-0.06196241292944103,0.07116522310134439,-950.5949345,0.25768980123818835,0.8782417928106059,25.693240525926416,0.9539769085714286,0.08022959162034615,1.1523038,1.1523038,0.87657713,0.7864645,0.63557833,0.8823970466,0.10980741754101404,0.100384101031781,88.23970466,0.2555916305916306
31,-1.9971030488894497,24.529398779313905,-1.9221678266666666,0.4148427650708477,0.0,-1.7786014,-2.0011136,-2.1300704,-2.361639,-2.000330788,-0.2276152579096023,0.10930600141110412,-200.0330788,0.2690896853441023,-9.512037627460879,22.110292676030333,-9.447775969696966,-0.606601362117952,0.0,-9.3292,-9.512942500000001,-9.593699,-9.6830635,-9.50918253,0.046643347079957244,0.07951782734259635,-950.918253,0.25600783197956345,0.8343164951943464,26.135659754282,0.9135549396874999,-0.4164676436133097,1.1053015,1.1053015,0.81969543,0.71326673,0.5758525,0.8415140625,0.19579437376318679,0.11561067307480945,84.15140625,0.25899167087329633
