,ax Area Under Curve:,ax Average Slope:,ax Avg Peak:,ax Kurtosis:,ax Max Peak:,ax Max:,ax Median:,ax Min Peak:,ax Min:,ax Mode:,ax Skewness:,ax Standard Deviation:,ax Sum:,ax Time To Peak:,ay Area Under Curve:,ay Average Slope:,ay Avg Peak:,ay Kurtosis:,ay Max Peak:,ay Max:,ay Median:,ay Min Peak:,ay Min:,ay Mode:,ay Skewness:,ay Standard Deviation:,ay Sum:,ay Time To Peak:,az Area Under Curve:,az Average Slope:,az Avg Peak:,az Kurtosis:,az Max Peak:,az Max:,az Median:,az Min Peak:,az Min:,az Mode:,az Skewness:,az Standard Deviation:,az Sum:,az Time To Peak:,gx Area Under Curve:,gx Average Slope:,gx Avg Peak:,gx Kurtosis:,gx Max Peak:,gx Max:,gx Median:,gx Min Peak:,gx Min:,gx Mode:,gx Skewness:,gx Standard Deviation:,gx Sum:,gx Time To Peak:,gy Area Under Curve:,gy Average Slope:,gy Avg Peak:,gy Kurtosis:,gy Max Peak:,gy Max:,gy Median:,gy Min Peak:,gy Min:,gy Mode:,gy Skewness:,gy Standard Deviation:,gy Sum:,gy Time To Peak:,gz Area Under Curve:,gz Average Slope:,gz Avg Peak:,gz Kurtosis:,gz Max Peak:,gz Max:,gz Median:,gz Min Peak:,gz Min:,gz Mode:,gz Skewness:,gz Standard Deviation:,gz Sum:,gz Time To Peak:
0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021432474930439174,3.0817073605244962,0.02332989771666667,3.794111430051938,0.2238283,0.2238283,-0.019185679,-0.037305295,-0.13536341,-0.021541161755,1.1547025758113174,0.05645243125565787,-2.1541161755,0.28319030792529026,-0.020607105125441692,3.6501150470062953,0.029565476808695656,3.076959285639453,0.17693058,0.17693058,-0.010659036,-0.12363885,-0.35492826,-0.02075241324,-1.2108434472895937,0.08946494008691945,-2.075241324,0.2638324956653425,-0.05204271272486119,2.284887652585856,-0.029133549999999994,3.4749067902741153,0.07247766,0.07247766,-0.048496428999999994,-0.10019025,-0.26539677,-0.051608797055,-0.9434769920295497,0.04977705119025427,-5.1608797055,0.260234128987284
1,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014037603182786474,8.880118336614823,0.05615058466818182,4.725046262892527,0.21530166,0.21530166,0.00799347765,-0.029844182,-0.31229424,0.015731644106,-1.137314959322695,0.07529431202074682,1.5731644106,0.2601532742875499,0.014334866940711765,7.652658133236611,0.0614129643952381,2.445583816875053,0.2280915,0.2280915,0.00692768095,-0.02238307,-0.23981632,0.015294645801,-0.16248007074278864,0.06636379916213013,1.5294645801,0.2674214562149948,-0.006611160645683997,4.362717361632748,0.01761427263157895,0.21406565958488155,0.20570895,0.20570895,-0.017586849,-0.10125605,-0.14708772,-0.005937094274,0.6265120222734449,0.07433278123043058,-0.5937094274,0.2701984643587768
2,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007135617213849658,5.087566965277921,0.035274266190476196,8.537433361023856,0.23981579,0.23981579,-0.007994010499999999,-0.03837109,-0.280319,-0.005979701967,-0.3229244945316618,0.05491207684828107,-0.5979701967,0.25532170486761807,-0.012049189054742693,5.7369225628418405,0.037357717949999994,5.34955781518652,0.31655717,0.31655717,-0.020784374,-0.04263428,-0.24514584,-0.009965999013,0.8748530553038184,0.06817087703544848,-0.9965999013,0.26062058526740667,-0.004052890163218969,2.7891056162469914,0.024289837068421055,0.17756559881365064,0.13109916,0.13109916,-0.007994010499999999,-0.043700077,-0.07887298,-0.003506938529,0.5122801902136919,0.039153999021238874,-0.3506938529,0.2538637208561262
3,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009539911811868761,98.3390024909271,0.22003852711111108,10.55022824385259,3.4331026,3.4331026,-0.01652092,-0.80898046,-2.133832,-0.01513535118,1.8738871727648492,0.6885272396600753,-1.513535118,0.25771604938271603,-0.21831169338563133,102.35114488416426,0.03437335155,11.594803342860189,0.59154665,0.59154665,-0.017053951,-0.5329252,-4.87733,-0.298480958602,-3.183390411992068,0.8499405269739188,-29.8480958602,0.27654040404040403,0.07601280895792935,76.64454055853264,0.2263151635111111,5.708742886351402,1.7213475,1.7725081,-0.0021321268,-0.13536341,-1.0200189,0.106947067992,1.8597856352356081,0.42725687546153235,10.6947067992,0.2542929292929293
4,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18212522330489658,152.71221473189908,0.44072862511499994,0.725422224715143,2.5718956,2.5718956,-0.040502552,-0.89851195,-2.2532074,0.046182936743,0.09940767076575908,0.8516035105943354,4.6182936743,0.2873296314992428,-0.7139094109785462,130.99876241980985,-0.1155609136315789,0.9892655980807392,1.6179601,1.6179601,-0.23555314,-3.4107203,-4.9881783,-0.67687899268,-1.1990296492923516,1.3795396654312797,-67.687899268,0.24870480087143654,1.1123494697858656,169.26562946927362,1.5922541706470588,-0.5839334126739857,5.532827,5.532827,0.048495896499999996,-0.067148946,-2.0784078,1.043637371637,0.6986418701454126,1.6401029497660147,104.3637371637,0.29800754223951065
5,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017319569796313133,8.646805663491095,0.03858352213333333,4.581036478714383,0.18226008,0.18226008,0.0314423445,-0.40075967,-0.71198815,-0.012534714172999999,-2.245461201853645,0.1784790902817498,-1.2534714173,0.23080808080808082,-0.1421765832872222,29.58524907061166,-0.0030294714947368463,5.7105416552762875,0.29737204,1.1820272,-0.059154934000000006,-0.37304762,-1.0690477,-0.117712746892,-0.6342827605125382,0.3035802230508095,-11.7712746892,0.2658692185007974,0.017542607206616163,6.485931854248164,0.06035337231874999,5.15542969534175,0.34640083,0.34640083,0.0053289854,-0.10765136,-0.1875896,0.015358574972,1.5092518054226522,0.07736371458615994,1.5358574971999999,0.24097222222222223
6,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.036815185799949524,11.00894267663329,-0.0031978299117647047,2.4872598116242095,0.06288496,0.071411334,-0.0085271755,-0.21849959,-0.2280923,-0.026603938419,-1.6229246592131674,0.06574426434033444,-2.6603938419,0.2895150993259495,-0.017356254645078242,39.26910215020693,0.045983509076190476,1.9381668068850804,0.19291858,0.19291858,-0.01279063,-0.054358847,-0.4135503,-0.029940013241,-1.3282995789856618,0.11435309646093077,-2.9940013241,0.25869570443018197,0.01098882673107016,12.050164258271089,0.045564805025,1.6383293438680324,0.13642868,0.13642868,0.0005328985,-0.009593239,-0.11298035,0.012182364018,0.8098795399746991,0.04314749478640681,1.2182364018,0.27697501261988894
7,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0036382507326437963,0.913219114003317,0.0006392651600000006,1.0251444796265519,0.020250943,0.020250943,-0.004263721,-0.019185679,-0.035173167,-0.0036881079189999997,-0.49738109292198956,0.00989288854713768,-0.3688107919,0.23145812310797176,0.0008657716092330941,3.5613442754204216,0.016076238524999998,0.5622524010013543,0.04369928,0.04369928,0.001065797,-0.015988022,-0.05968783,0.000511313636,-0.4877354983804992,0.019460561854061843,0.05113136359999999,0.26458964009418096,0.001545534149798185,0.9666817094466901,0.005625025311111111,-0.7652641394967175,0.0127898315,0.013855628,0.001065797,-0.006395315,-0.008526909,0.001406647052,0.21373931625539613,0.005499591928978301,0.1406647052,0.2722838883282879
8,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025350451662706185,1.78267019331238,0.0381704718,-1.1862914940167881,0.105518706,0.105518706,0.004263188,-0.01279063,-0.04796353,0.025199433318367347,0.4563244276973794,0.04155398857188407,2.4695444652,0.2688144329896907,0.04838959103319588,5.110112932072893,0.06482279416363636,0.4816850322504642,0.27179158,0.27179158,0.0165201215,-0.005329518,-0.036239497,0.048332756963265305,1.202738306069323,0.07250884843445603,4.7366101824,0.23884723523898782,-0.011085124715489692,1.181456119915797,-0.002783314105555555,2.0798793626885645,0.019185146,0.019185146,-0.0031979238,-0.043700077,-0.07993878,-0.010767546280612245,-1.5050218829128836,0.01998043380754927,-1.0552195355,0.2529209621993127
9,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07132622822664623,5.447034043682061,0.07937418466470589,-0.35957933376688134,0.2366184,0.2366184,0.061285994999999996,-0.019185679,-0.051160924,0.06793195994411765,0.5806040850052907,0.0708835144897559,6.9290599143,0.29078461399873884,0.06363566722909646,11.413512633162721,0.09128976862499999,0.6496085001063641,0.5585051,0.5585051,-0.0069282135000000005,-0.10338764,-0.14389032,0.06280123611078431,1.3523393708535578,0.18567613796345042,6.4057260833,0.2864216436957631,-0.01549049527286881,3.7881002745917636,-0.0018654778312499998,0.8320721073359731,0.06288496,0.06288496,-0.017053951,-0.041568484,-0.08846568,-0.01627019109509804,0.19274414910179102,0.0263185590280344,-1.6595594917,0.264739663093415
